Date,iso_code,Closure,Restrict
2020-12-07,MYS,2.125,True
2021-01-13,MYS,2.5,True
2020-01-01,NAM,0.0,False
2020-03-01,NAM,0.125,True
2020-03-14,NAM,0.375,True
2020-03-17,NAM,1.375,True
2020-03-24,NAM,1.5,True
2020-03-27,NAM,2.0,True
2020-04-17,NAM,2.125,True
2020-05-07,NAM,2.0,True
2020-06-01,NAM,1.75,True
2020-06-02,NAM,2.0,True
2020-06-03,NAM,1.875,True
2020-06-23,NAM,1.625,True
2020-06-29,NAM,1.5,True
2020-07-15,NAM,2.0,True
2020-07-26,NAM,1.375,True
2020-08-04,NAM,1.5,True
2020-08-12,NAM,1.75,True
2020-08-25,NAM,1.625,True
2020-09-04,NAM,1.875,True
2020-09-07,NAM,1.75,True
2020-09-22,NAM,1.625,True
2020-10-06,NAM,1.0,True
2020-10-22,NAM,1.125,True
2020-10-29,NAM,0.875,True
2020-12-15,NAM,0.625,True
2020-12-17,NAM,0.75,True
2020-12-24,NAM,1.0,True
2021-01-13,NAM,1.125,True
2021-01-19,NAM,1.25,True
2021-01-26,NAM,1.0,True
2021-02-02,NAM,1.125,True
2021-02-09,NAM,1.375,True
2021-02-16,NAM,1.25,True
2021-03-02,NAM,1.125,True
2020-01-01,NER,0.0,False
2020-03-13,NER,0.375,True
2020-03-19,NER,1.125,True
2020-03-20,NER,1.5,True
2020-03-28,NER,1.75,True
2020-05-13,NER,0.875,True
2020-06-01,NER,0.625,True
2020-08-08,NER,0.25,True
2020-09-06,NER,0.125,True
2020-10-02,NER,0.375,True
2020-10-03,NER,0.5,True
2020-10-13,NER,0.25,True
2020-10-22,NER,0.375,True
2020-11-02,NER,0.5,True
2020-12-15,NER,0.75,True
2021-02-09,NER,0.875,True
2020-01-01,NGA,0.0,False
2020-03-18,NGA,0.625,True
2020-03-20,NGA,1.0,True
2020-03-23,NGA,1.625,True
2020-03-26,NGA,1.75,True
2020-03-28,NGA,1.875,True
2020-03-29,NGA,2.75,True
2020-05-04,NGA,2.375,True
2020-07-01,NGA,2.125,True
2020-08-04,NGA,2.0,True
2020-08-14,NGA,1.75,True
2020-09-11,NGA,1.625,True
2020-09-25,NGA,1.5,True
2020-10-12,NGA,1.375,True
2020-12-22,NGA,1.625,True
2020-01-01,NIC,0.0,False
2020-02-21,NIC,0.125,True
2020-03-19,NIC,0.375,True
2020-04-15,NIC,0.5,True
2020-05-07,NIC,0.25,True
2020-07-06,NIC,0.375,True
2020-08-28,NIC,0.25,True
2020-10-01,NIC,0.125,True
2020-01-01,NLD,0.0,False
2020-03-06,NLD,0.125,True
2020-03-10,NLD,0.375,True
2020-03-12,NLD,1.0,True
2020-03-15,NLD,1.375,True
2020-03-16,NLD,1.625,True
2020-03-19,NLD,2.0,True
2020-03-23,NLD,2.125,True
2020-03-31,NLD,2.25,True
2020-05-11,NLD,1.875,True
2020-06-01,NLD,1.75,True
2020-06-15,NLD,1.625,True
2020-07-01,NLD,1.125,True
2020-08-18,NLD,1.5,True
2020-09-29,NLD,1.75,True
2020-11-04,NLD,1.875,True
2020-11-22,NLD,1.625,True
2020-12-15,NLD,2.0,True
2020-12-16,NLD,2.25,True
2021-01-23,NLD,2.375,True
2021-02-08,NLD,2.25,True
2021-03-03,NLD,2.125,True
2020-01-01,NOR,0.0,False
2020-03-10,NOR,0.125,True
2020-03-11,NOR,0.375,True
2020-03-12,NOR,1.0,True
2020-03-14,NOR,1.25,True
2020-03-15,NOR,1.5,True
2020-03-16,NOR,1.75,True
2020-03-24,NOR,2.25,True
2020-04-20,NOR,2.125,True
2020-04-21,NOR,2.0,True
2020-04-27,NOR,1.875,True
2020-05-11,NOR,1.75,True
2020-05-14,NOR,1.625,True
2020-06-02,NOR,1.25,True
2020-06-15,NOR,1.125,True
2020-08-21,NOR,1.0,True
2020-09-21,NOR,0.875,True
2020-10-26,NOR,1.125,True
2020-11-05,NOR,1.375,True
2020-11-09,NOR,1.5,True
2020-11-11,NOR,1.625,True
2021-01-04,NOR,1.75,True
2021-01-16,NOR,1.875,True
2021-01-23,NOR,2.0,True
2021-01-29,NOR,2.125,True
2021-02-22,NOR,2.0,True
2021-02-23,NOR,1.875,True
2021-03-02,NOR,2.0,True
2020-01-01,NPL,0.0,False
2020-01-25,NPL,0.125,True
2020-02-04,NPL,0.25,True
2020-03-01,NPL,0.375,True
2020-03-18,NPL,0.875,True
2020-03-19,NPL,1.25,True
2020-03-20,NPL,1.625,True
2020-03-22,NPL,2.25,True
2020-03-23,NPL,2.5,True
2020-03-24,NPL,2.75,True
2020-05-07,NPL,2.625,True
2020-07-21,NPL,2.25,True
2020-07-24,NPL,2.5,True
2020-08-07,NPL,2.625,True
2020-08-19,NPL,2.5,True
2020-09-02,NPL,2.25,True
2020-09-06,NPL,2.125,True
2020-09-14,NPL,2.25,True
2020-10-09,NPL,1.875,True
2020-11-24,NPL,1.75,True
2021-01-20,NPL,1.625,True
2021-03-02,NPL,0.25,True
2020-01-01,NZL,0.0,False
2020-02-02,NZL,0.375,True
2020-03-16,NZL,0.875,True
2020-03-20,NZL,1.0,True
2020-03-21,NZL,1.625,True
2020-03-23,NZL,2.25,True
2020-03-24,NZL,2.5,True
2020-03-25,NZL,2.625,True
2020-03-26,NZL,2.75,True
2020-04-28,NZL,2.5,True
2020-04-29,NZL,2.375,True
2020-05-14,NZL,1.125,True
2020-05-29,NZL,1.0,True
2020-06-08,NZL,0.625,True
2020-06-27,NZL,0.5,True
2020-08-12,NZL,2.375,True
2020-08-31,NZL,1.25,True
2020-09-01,NZL,1.125,True
2020-09-23,NZL,1.0,True
2020-10-07,NZL,0.5,True
2020-10-23,NZL,0.5714285714285714,True
2020-10-24,NZL,0.5,True
2021-02-15,NZL,2.0,True
2021-02-18,NZL,1.25,True
2021-02-23,NZL,0.5,True
2020-01-01,OMN,0.0,False
2020-02-03,OMN,0.375,True
2020-03-15,OMN,0.75,True
2020-03-17,OMN,1.5,True
2020-03-18,OMN,1.875,True
2020-03-19,OMN,2.125,True
2020-03-21,OMN,2.25,True
2020-03-31,OMN,2.375,True
2020-04-10,OMN,2.625,True
2020-05-21,OMN,2.5,True
2020-06-13,OMN,2.625,True
2020-07-25,OMN,2.875,True
2020-07-27,OMN,2.625,True
2020-08-18,OMN,2.5,True
2020-10-11,OMN,2.375,True
2020-10-13,OMN,2.25,True
2020-10-23,OMN,1.625,True
2020-10-24,OMN,1.375,True
2020-11-01,OMN,1.125,True
2020-12-22,OMN,1.375,True
2020-12-29,OMN,1.125,True
2021-01-18,OMN,1.25,True
2021-01-26,OMN,1.125,True
2021-01-28,OMN,1.25,True
2021-02-12,OMN,1.75,True
2021-03-07,OMN,1.875,True
2020-01-01,PAK,0.0,False
2020-01-31,PAK,0.375,True
2020-02-03,PAK,0.0,False
2020-02-23,PAK,0.375,True
2020-02-27,PAK,0.75,True
2020-03-13,PAK,1.5,True
2020-03-21,PAK,1.625,True
2020-03-23,PAK,2.5,True
2020-03-24,PAK,2.75,True
2020-04-15,PAK,2.625,True
2020-05-16,PAK,2.375,True
2020-05-17,PAK,2.625,True
2020-05-21,PAK,2.5,True
2020-06-04,PAK,2.125,True
2020-06-07,PAK,1.875,True
2020-06-20,PAK,1.75,True
2020-06-22,PAK,1.875,True
2020-07-02,PAK,2.125,True
2020-08-10,PAK,1.375,True
2020-09-15,PAK,1.25,True
2020-09-17,PAK,1.125,True
2020-10-01,PAK,2.25,True
2020-10-16,PAK,1.75,True
2020-11-09,PAK,1.5,True
2020-11-20,PAK,2.0,True
2020-11-26,PAK,2.125,True
2021-01-18,PAK,2.0,True
2021-01-20,PAK,1.875,True
2021-02-01,PAK,1.625,True
2020-01-01,PAN,0.0,False
2020-01-22,PAN,0.125,True
2020-03-12,PAN,0.5,True
2020-03-13,PAN,1.375,True
2020-03-16,PAN,1.5,True
2020-03-17,PAN,1.625,True
2020-03-20,PAN,1.875,True
2020-03-23,PAN,2.125,True
2020-04-01,PAN,2.25,True
2020-04-03,PAN,2.5,True
2020-04-18,PAN,2.625,True
2020-05-13,PAN,2.5,True
2020-06-06,PAN,2.625,True
2020-06-07,PAN,2.5,True
2020-07-22,PAN,2.625,True
2020-07-27,PAN,2.5,True
2020-08-21,PAN,2.375,True
2020-09-14,PAN,2.5,True
2020-10-12,PAN,1.625,True
2020-10-20,PAN,1.75,True
2020-10-25,PAN,1.625,True
2020-12-01,PAN,1.875,True
2020-12-02,PAN,2.0,True
2020-12-15,PAN,1.75,True
2020-12-28,PAN,1.875,True
2020-12-31,PAN,2.125,True
2021-01-12,PAN,2.0,True
2021-01-22,PAN,2.125,True
2020-01-01,PER,0.0,False
2020-03-06,PER,0.125,True
2020-03-11,PER,0.25,True
2020-03-12,PER,1.125,True
2020-03-14,PER,1.25,True
2020-03-15,PER,2.0,True
2020-03-16,PER,2.625,True
2020-03-18,PER,2.75,True
2020-05-11,PER,2.625,True
2020-07-01,PER,2.5,True
2020-07-24,PER,2.625,True
2020-10-01,PER,2.5,True
2020-10-22,PER,2.375,True
2020-10-27,PER,2.25,True
2020-11-17,PER,1.75,True
2021-01-27,PER,2.25,True
2021-01-31,PER,2.375,True
2021-02-01,PER,2.5,True
2021-02-06,PER,2.625,True
2020-01-01,PHL,0.0,False
2020-01-31,PHL,0.375,True
2020-02-07,PHL,0.5,True
2020-03-10,PHL,0.875,True
2020-03-15,PHL,2.375,True
2020-03-18,PHL,2.75,True
2020-03-22,PHL,2.875,True
2020-05-01,PHL,2.75,True
2020-05-29,PHL,2.25,True
2020-06-15,PHL,2.5,True
2020-07-07,PHL,2.375,True
2020-07-23,PHL,2.25,True
2020-08-03,PHL,2.375,True
2020-08-19,PHL,2.25,True
2020-08-25,PHL,2.125,True
2020-10-01,PHL,2.25,True
2020-11-17,PHL,2.375,True
2020-11-24,PHL,2.25,True
2020-12-08,PHL,2.0,True
2020-12-29,PHL,1.75,True
2021-01-12,PHL,2.0,True
2021-02-01,PHL,1.875,True
2021-02-09,PHL,1.75,True
2021-02-22,PHL,2.375,True
2021-03-01,PHL,2.0,True
2020-01-01,PNG,0.0,False
2020-01-27,PNG,0.125,True
2020-01-29,PNG,0.375,True
2020-03-20,PNG,0.625,True
2020-03-21,PNG,0.75,True
2020-03-23,PNG,1.125,True
2020-03-24,PNG,2.125,True
2020-04-07,PNG,2.0,True
2020-04-08,PNG,2.25,True
2020-04-09,PNG,2.375,True
2020-04-14,PNG,2.25,True
2020-04-16,PNG,2.625,True
2020-04-25,PNG,2.375,True
2020-04-27,PNG,2.125,True
2020-05-01,PNG,2.0,True
2020-05-04,PNG,1.875,True
2020-05-13,PNG,1.625,True
2020-06-23,PNG,1.25,True
2020-08-04,PNG,1.75,True
2020-08-07,PNG,2.5,True
2020-08-12,PNG,1.375,True
2020-08-13,PNG,1.5,True
2020-08-17,PNG,1.375,True
2020-09-25,PNG,1.25,True
2020-10-29,PNG,1.125,True
2020-11-10,PNG,1.0,True
2020-12-28,PNG,0.625,True
2021-01-03,PNG,2.0,True
2021-01-20,PNG,1.875,True
2021-02-02,PNG,1.5,True
2021-02-16,PNG,1.75,True
2020-01-01,POL,0.0,False
2020-03-09,POL,0.125,True
2020-03-10,POL,0.375,True
2020-03-12,POL,0.875,True
2020-03-14,POL,1.125,True
2020-03-15,POL,1.5,True
2020-03-31,POL,2.375,True
2020-05-25,POL,2.25,True
2020-05-30,POL,1.75,True
2020-06-02,POL,1.5,True
2020-06-15,POL,1.375,True
2020-07-09,POL,1.125,True
2020-09-01,POL,1.0,True
2020-09-18,POL,0.5,True
2020-10-10,POL,1.0,True
2020-10-19,POL,1.125,True
2020-10-24,POL,2.0,True
2020-11-07,POL,2.125,True
2020-12-31,POL,2.25,True
2021-01-02,POL,2.125,True
2021-01-18,POL,2.0,True
2021-02-27,POL,2.5,True
2020-01-01,PRI,0.0,False
2020-01-30,PRI,0.125,True
2020-03-12,PRI,0.625,True
2020-03-13,PRI,0.875,True
2020-03-15,PRI,2.25,True
2020-03-16,PRI,2.625,True
2020-05-04,PRI,2.5,True
2020-06-16,PRI,1.875,True
2020-07-15,PRI,1.625,True
2020-07-17,PRI,1.875,True
2020-08-23,PRI,2.125,True
2020-08-24,PRI,1.875,True
2020-08-30,PRI,2.125,True
2020-08-31,PRI,1.875,True
2020-11-09,PRI,2.0,True
2020-11-17,PRI,1.875,True
2021-03-01,PRI,1.625,True
2020-01-01,PRT,0.0,False
2020-03-09,PRT,0.25,True
2020-03-10,PRT,0.625,True
2020-03-12,PRT,0.875,True
2020-03-16,PRT,1.0,True
2020-03-19,PRT,2.375,True
2020-04-09,PRT,2.5,True
2020-04-14,PRT,2.375,True
2020-05-01,PRT,2.5,True
2020-05-04,PRT,2.125,True
2020-05-18,PRT,2.0,True
2020-06-25,PRT,2.25,True
2020-07-06,PRT,2.125,True
2020-07-16,PRT,2.25,True
2020-07-28,PRT,2.0,True
2020-08-25,PRT,1.625,True
2020-10-23,PRT,1.875,True
2020-10-24,PRT,2.125,True
2020-10-30,PRT,2.375,True
2020-11-04,PRT,2.125,True
2020-11-06,PRT,1.875,True
2020-11-14,PRT,2.0,True
2020-11-16,PRT,1.875,True
2020-11-21,PRT,2.0,True
2020-11-23,PRT,1.875,True
2020-11-28,PRT,2.0,True
2020-11-30,PRT,1.875,True
2020-12-05,PRT,2.0,True
2020-12-07,PRT,1.875,True
2020-12-31,PRT,2.125,True
2021-01-04,PRT,1.875,True
2021-01-09,PRT,2.125,True
2021-01-11,PRT,1.875,True
2021-01-20,PRT,2.0,True
2021-01-22,PRT,2.5,True
2021-01-25,PRT,2.25,True
2021-01-29,PRT,2.5,True
2021-02-01,PRT,2.25,True
2021-02-05,PRT,2.5,True
2021-02-08,PRT,2.25,True
2021-02-12,PRT,2.5,True
2021-02-15,PRT,2.25,True
2021-02-19,PRT,2.5,True
2021-02-22,PRT,2.25,True
2021-02-26,PRT,2.5,True
2021-03-01,PRT,2.25,True
2021-03-05,PRT,2.5,True
2021-03-08,PRT,2.25,True
2020-01-01,PRY,0.0,False
2020-03-10,PRY,1.125,True
2020-03-13,PRY,1.5,True
2020-03-16,PRY,2.125,True
2020-03-17,PRY,2.25,True
2020-03-21,PRY,2.625,True
2020-03-24,PRY,2.75,True
2020-05-25,PRY,2.375,True
2020-06-10,PRY,2.5,True
2020-06-25,PRY,2.375,True
2020-07-05,PRY,2.25,True
2020-07-20,PRY,2.375,True
2020-10-05,PRY,2.0,True
2020-10-15,PRY,1.875,True
2020-11-14,PRY,1.75,True
2020-11-16,PRY,2.0,True
2020-11-17,PRY,1.875,True
2020-12-05,PRY,1.625,True
2020-12-17,PRY,1.375,True
2021-01-11,PRY,1.5,True
2021-02-01,PRY,1.375,True
2021-03-02,PRY,1.25,True
2020-01-01,PSE,0.0,False
2020-03-05,PSE,1.375,True
2020-03-06,PSE,2.0,True
2020-03-22,PSE,2.75,True
2020-05-26,PSE,2.5,True
2020-07-28,PSE,2.25,True
2020-07-29,PSE,2.5,True
2020-09-18,PSE,2.625,True
2020-10-24,PSE,1.25,True
2020-11-15,PSE,2.125,True
2021-01-12,PSE,2.25,True
2021-02-15,PSE,2.375,True
2021-02-28,PSE,2.5,True
2020-01-01,QAT,0.0,False
2020-01-24,QAT,0.125,True
2020-02-03,QAT,0.375,True
2020-03-10,QAT,0.75,True
2020-03-12,QAT,0.875,True
2020-03-15,QAT,1.125,True
2020-03-17,QAT,1.75,True
2020-03-18,QAT,1.875,True
2020-03-22,QAT,2.5,True
2020-04-22,QAT,2.375,True
2020-06-15,QAT,2.25,True
2020-07-28,QAT,2.125,True
2020-09-01,QAT,1.75,True
2020-12-22,QAT,1.5,True
2021-02-03,QAT,1.625,True
2021-02-10,QAT,1.75,True
2020-01-01,RKS,0.0,False
2020-03-11,RKS,0.625,True
2020-03-12,RKS,1.25,True
2020-03-13,RKS,2.25,True
2020-03-15,RKS,2.5,True
2020-03-23,RKS,2.625,True
2020-05-18,RKS,2.5,True
2020-06-01,RKS,2.0,True
2020-06-08,RKS,1.625,True
2020-07-28,RKS,2.0,True
2020-07-30,RKS,2.125,True
2020-08-28,RKS,1.875,True
2020-09-14,RKS,1.625,True
2020-10-08,RKS,1.375,True
2020-10-30,RKS,1.625,True
2020-11-08,RKS,1.875,True
2021-01-18,RKS,2.0,True
2021-01-31,RKS,1.875,True
2021-02-11,RKS,1.75,True
2020-01-01,ROU,0.0,False
2020-01-27,ROU,0.125,True
2020-02-01,ROU,0.25,True
2020-03-08,ROU,0.625,True
2020-03-09,ROU,0.75,True
2020-03-11,ROU,1.125,True
2020-03-12,ROU,1.625,True
2020-03-19,ROU,1.75,True
2020-03-21,ROU,2.0,True
2020-03-22,ROU,2.25,True
2020-03-25,ROU,2.375,True
2020-03-30,ROU,2.5,True
2020-03-31,ROU,2.625,True
2020-05-11,ROU,2.375,True
2020-05-16,ROU,2.25,True
2020-06-01,ROU,1.625,True
2020-06-02,ROU,1.5,True
2020-06-15,ROU,1.375,True
2020-06-17,ROU,1.125,True
2020-07-07,ROU,1.0,True
2020-07-08,ROU,1.125,True
2020-09-03,ROU,1.25,True
2020-10-07,ROU,1.375,True
2020-10-20,ROU,1.75,True
2020-11-09,ROU,2.125,True
2020-11-16,ROU,2.25,True
2021-02-15,ROU,2.0,True
2021-02-21,ROU,2.125,True
2020-01-01,RUS,0.0,False
2020-01-30,RUS,0.375,True
2020-03-05,RUS,0.875,True
2020-03-10,RUS,1.25,True
2020-03-14,RUS,1.375,True
2020-03-16,RUS,1.625,True
2020-03-17,RUS,1.875,True
2020-03-19,RUS,2.0,True
2020-03-21,RUS,2.125,True
2020-03-30,RUS,2.75,True
2020-05-12,RUS,2.625,True
2020-06-01,RUS,2.5,True
2020-07-13,RUS,2.375,True
2020-07-15,RUS,2.25,True
2020-08-21,RUS,1.75,True
2020-09-01,RUS,1.0,True
2020-09-09,RUS,1.125,True
2020-09-22,RUS,1.25,True
2020-10-02,RUS,1.625,True
2020-10-13,RUS,1.5,True
2020-11-17,RUS,1.625,True
2021-01-05,RUS,1.75,True
2021-01-30,RUS,1.625,True
2021-02-01,RUS,1.5,True
2021-03-05,RUS,1.25,True
2020-01-01,RWA,0.0,False
2020-01-27,RWA,0.125,True
2020-03-08,RWA,0.625,True
2020-03-14,RWA,0.75,True
2020-03-16,RWA,1.125,True
2020-03-21,RWA,2.5,True
2020-05-04,RWA,2.125,True
2020-06-02,RWA,2.25,True
2020-06-16,RWA,2.0,True
2020-06-24,RWA,2.375,True
2020-07-08,RWA,2.25,True
2020-08-26,RWA,2.0,True
2020-09-04,RWA,2.25,True
2020-09-25,RWA,2.125,True
2020-10-12,RWA,1.875,True
2020-10-13,RWA,1.75,True
2020-11-02,RWA,1.625,True
2020-11-25,RWA,1.375,True
2020-12-08,RWA,1.75,True
2020-12-14,RWA,1.5,True
2020-12-23,RWA,1.625,True
2021-01-12,RWA,0.875,True
2021-01-18,RWA,2.375,True
2021-02-08,RWA,2.125,True
2021-02-23,RWA,2.0,True
2020-01-01,SAU,0.0,False
2020-03-08,SAU,0.25,True
2020-03-09,SAU,0.625,True
2020-03-13,SAU,0.875,True
2020-03-15,SAU,1.375,True
2020-03-16,SAU,2.0,True
2020-03-21,SAU,2.25,True
2020-03-23,SAU,2.5,True
2020-04-06,SAU,2.625,True
2020-04-26,SAU,2.75,True
2020-05-31,SAU,2.5,True
2020-06-06,SAU,2.375,True
2020-06-08,SAU,2.25,True
2020-06-21,SAU,2.0,True
2020-07-28,SAU,1.75,True
2020-08-03,SAU,2.0,True
2020-08-11,SAU,1.75,True
2020-09-15,SAU,1.625,True
2020-10-30,SAU,1.375,True
2020-12-20,SAU,1.5,True
2021-01-12,SAU,1.375,True
2020-01-01,SDN,0.0,False
2020-03-14,SDN,1.125,True
2020-03-16,SDN,1.625,True
2020-03-23,SDN,1.875,True
2020-03-26,SDN,2.125,True
2020-04-13,SDN,2.25,True
2020-04-18,SDN,2.625,True
2020-07-08,SDN,2.25,True
2020-07-13,SDN,2.125,True
2020-08-19,SDN,2.25,True
2020-09-01,SDN,1.875,True
2020-09-08,SDN,2.0,True
2020-09-11,SDN,1.875,True
2020-09-19,SDN,1.75,True
2020-09-26,SDN,1.625,True
2020-10-09,SDN,1.5,True
2020-10-11,SDN,1.375,True
2020-10-19,SDN,1.0,True
2020-11-03,SDN,0.75,True
2020-11-25,SDN,0.75,True
2020-12-15,SDN,0.625,True
2020-12-23,SDN,0.875,True
2021-01-05,SDN,0.625,True
2021-01-12,SDN,0.875,True
2021-01-13,SDN,0.75,True
2021-02-22,SDN,0.375,True
2021-03-02,SDN,0.25,True
2020-01-01,SEN,0.0,False
2020-03-14,SEN,0.5,True
2020-03-15,SEN,0.625,True
2020-03-16,SEN,1.0,True
2020-03-18,SEN,1.25,True
2020-03-20,SEN,1.375,True
2020-03-23,SEN,1.875,True
2020-03-25,SEN,2.25,True
2020-05-11,SEN,2.0,True
2020-06-07,SEN,1.75,True
2020-06-25,SEN,1.625,True
2020-06-30,SEN,1.25,True
2020-07-17,SEN,0.875,True
2020-08-16,SEN,1.125,True
2020-09-18,SEN,1.25,True
2020-09-28,SEN,1.125,True
2020-10-16,SEN,1.25,True
2020-10-23,SEN,1.0,True
2020-11-12,SEN,0.75,True
2020-12-10,SEN,1.125,True
2021-01-06,SEN,1.625,True
2021-01-07,SEN,1.75,True
2021-01-12,SEN,1.5,True
2021-02-25,SEN,1.25,True
2020-01-01,SGP,0.25,True
2020-01-02,SGP,0.375,True
2020-01-23,SGP,0.625,True
2020-02-07,SGP,0.75,True
2020-03-13,SGP,0.875,True
2020-04-03,SGP,1.125,True
2020-04-07,SGP,1.5,True
2020-04-08,SGP,2.125,True
2020-05-12,SGP,2.0,True
2020-06-02,SGP,1.75,True
2020-06-19,SGP,1.375,True
2020-10-01,SGP,1.25,True
2020-12-14,SGP,1.5,True
2020-12-28,SGP,1.25,True
2021-01-15,SGP,1.5,True
2020-01-01,SLB,0.0,False
2020-02-06,SLB,0.375,True
2020-03-20,SLB,0.875,True
2020-03-23,SLB,1.25,True
2020-04-10,SLB,1.375,True
2020-04-12,SLB,1.25,True
2020-05-20,SLB,2.125,True
2020-05-23,SLB,1.25,True
2020-05-25,SLB,0.875,True
2020-07-28,SLB,1.0,True
2020-08-12,SLB,0.875,True
2020-09-04,SLB,1.0,True
2020-10-12,SLB,1.125,True
2020-11-29,SLB,0.875,True
2020-12-30,SLB,0.75,True
2021-02-23,SLB,0.375,True
2020-01-01,SLE,0.0,False
2020-03-16,SLE,0.25,True
2020-03-21,SLE,0.625,True
2020-03-22,SLE,0.875,True
2020-03-23,SLE,1.0,True
2020-03-27,SLE,1.25,True
2020-03-28,SLE,1.375,True
2020-03-31,SLE,1.75,True
2020-04-05,SLE,2.75,True
2020-04-08,SLE,2.25,True
2020-04-26,SLE,2.125,True
2020-05-03,SLE,2.5,True
2020-05-06,SLE,1.875,True
2020-06-08,SLE,1.5,True
2020-07-01,SLE,1.375,True
2020-07-03,SLE,1.25,True
2020-07-13,SLE,1.125,True
2020-07-22,SLE,0.75,True
2020-10-05,SLE,0.625,True
2020-10-14,SLE,0.75,True
2020-11-16,SLE,1.0,True
2020-12-01,SLE,0.875,True
2021-01-21,SLE,1.25,True
2021-01-25,SLE,1.5,True
2020-01-01,SLV,0.0,False
2020-01-31,SLV,0.375,True
2020-03-11,SLV,1.125,True
2020-03-12,SLV,1.25,True
2020-03-16,SLV,1.5,True
2020-03-18,SLV,1.875,True
2020-03-21,SLV,2.5,True
2020-04-21,SLV,2.75,True
2020-05-07,SLV,2.875,True
2020-06-02,SLV,2.75,True
2020-06-16,SLV,2.625,True
2020-06-30,SLV,2.5,True
2020-08-24,SLV,2.25,True
2020-09-19,SLV,1.625,True
2020-09-30,SLV,1.5,True
2020-11-24,SLV,1.25,True
2020-01-01,SMR,0.0,False
2020-02-23,SMR,0.25,True
2020-02-29,SMR,0.625,True
2020-03-01,SMR,0.875,True
2020-03-08,SMR,2.0,True
2020-03-15,SMR,2.25,True
2020-03-20,SMR,2.375,True
2020-04-10,SMR,2.5,True
2020-04-17,SMR,2.625,True
2020-05-03,SMR,2.125,True
2020-05-04,SMR,1.875,True
2020-06-01,SMR,1.625,True
2020-06-15,SMR,0.75,True
2020-09-07,SMR,0.5,True
2020-09-15,SMR,0.625,True
2020-10-20,SMR,0.75,True
2020-11-02,SMR,1.125,True
2020-11-27,SMR,1.25,True
2020-11-30,SMR,1.375,True
2020-12-18,SMR,1.625,True
2020-12-23,SMR,1.75,True
2020-12-24,SMR,2.0,True
2020-12-25,SMR,2.125,True
2020-12-28,SMR,1.875,True
2020-12-31,SMR,2.125,True
2021-01-07,SMR,2.0,True
2021-02-11,SMR,1.5,True
2020-01-01,SOM,0.0,False
2020-03-14,SOM,0.375,True
2020-03-18,SOM,0.5,True
2020-03-19,SOM,1.125,True
2020-03-21,SOM,1.5,True
2020-04-11,SOM,1.75,True
2020-05-29,SOM,1.25,True
2020-06-23,SOM,1.5,True
2020-07-01,SOM,0.875,True
2020-08-03,SOM,0.5,True
2020-08-15,SOM,0.25,True
2020-08-30,SOM,0.625,True
2020-09-11,SOM,0.875,True
2020-09-25,SOM,1.5,True
2020-10-09,SOM,1.25,True
2020-10-16,SOM,1.125,True
2020-11-08,SOM,1.0,True
2021-01-03,SOM,0.375,True
2021-01-18,SOM,0.125,True
2021-01-31,SOM,0.375,True
2021-02-09,SOM,0.125,True
2021-02-22,SOM,0.5,True
2021-02-23,SOM,1.125,True
2021-03-02,SOM,1.25,True
2021-03-03,SOM,1.75,True
2021-03-08,SOM,1.5,True
2020-01-01,SRB,0.0,False
2020-01-22,SRB,0.125,True
2020-03-11,SRB,0.625,True
2020-03-15,SRB,1.375,True
2020-03-16,SRB,2.0,True
2020-03-18,SRB,2.375,True
2020-03-21,SRB,2.875,True
2020-04-21,SRB,2.75,True
2020-05-07,SRB,2.5,True
2020-05-17,SRB,1.375,True
2020-05-22,SRB,1.25,True
2020-06-01,SRB,1.0,True
2020-06-06,SRB,0.5,True
2020-07-01,SRB,0.875,True
2020-07-10,SRB,1.0,True
2020-07-17,SRB,1.5,True
2020-08-15,SRB,1.625,True
2020-09-01,SRB,1.5,True
2020-10-25,SRB,1.375,True
2020-11-06,SRB,1.5,True
2020-11-25,SRB,1.625,True
2021-01-18,SRB,1.5,True
2020-01-01,SSD,0.0,False
2020-02-24,SSD,0.25,True
2020-03-13,SSD,0.375,True
2020-03-16,SSD,1.0,True
2020-03-20,SSD,1.375,True
2020-03-24,SSD,1.625,True
2020-03-25,SSD,1.75,True
2020-03-28,SSD,2.0,True
2020-03-29,SSD,2.125,True
2020-04-12,SSD,2.375,True
2020-04-18,SSD,2.5,True
2020-05-07,SSD,2.375,True
2020-05-08,SSD,2.25,True
2020-05-12,SSD,2.0,True
2020-05-29,SSD,2.5,True
2020-07-08,SSD,2.25,True
2020-08-19,SSD,2.125,True
2020-09-01,SSD,2.0,True
2020-09-10,SSD,1.875,True
2020-09-16,SSD,1.75,True
2020-09-22,SSD,1.25,True
2020-10-06,SSD,1.125,True
2020-11-17,SSD,1.25,True
2020-12-01,SSD,1.375,True
2020-12-10,SSD,1.25,True
2020-12-15,SSD,1.125,True
2021-01-05,SSD,1.25,True
2021-01-12,SSD,1.125,True
2021-02-03,SSD,2.125,True
2020-01-01,SUR,0.0,False
2020-03-13,SUR,0.25,True
2020-03-14,SUR,0.75,True
2020-03-16,SUR,1.375,True
2020-03-28,SUR,2.125,True
2020-04-06,SUR,2.375,True
2020-05-10,SUR,2.25,True
2020-05-20,SUR,2.125,True
2020-05-24,SUR,2.0,True
2020-05-26,SUR,2.125,True
2020-05-30,SUR,2.0,True
2020-05-31,SUR,2.25,True
2020-06-04,SUR,2.75,True
