"date","Estado","Sigla","C6","C6_Flag","Residential","new_cases","new_deaths","total_cases_per_million","Policy_change","stayhome_growth_14","Isolamento_14","cases_growth","deaths_growth"
2020-09-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,815,13,2364.4245,0,28.5714285714286,"Voluntário",25,0
2020-09-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,770,17,2391.83254,0,12.5,"Voluntário",-5.52147239263804,30.7692307692308
2020-09-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,638,15,2414.54207,0,14.2857142857143,"Voluntário",-17.1428571428571,-11.7647058823529
2020-09-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,258,14,2423.72554,0,0,NA,-59.5611285266458,-6.66666666666667
2020-09-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,233,15,2432.01915,0,0,NA,-9.68992248062015,7.14285714285714
2020-09-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,638,15,2454.72867,0,0,NA,173.81974248927,0
2020-09-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,743,10,2481.17566,0,0,NA,16.4576802507837,-33.3333333333333
2020-09-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,533,8,2500.14772,0,-22.2222222222222,"Queda",-28.2637954239569,-20
2020-10-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,589,15,2521.11309,0,-33.3333333333333,"Queda",10.5065666041276,87.5
2020-10-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,648,9,2544.17857,0,-37.5,"Queda",10.0169779286927,-40
2020-10-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,247,16,2552.9705,0,-37.5,"Queda",-61.8827160493827,77.7777777777778
2020-10-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,270,14,2562.58111,0,-44.4444444444444,"Queda",9.31174089068827,-12.5
2020-10-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,553,11,2582.26507,0,-50,"Queda",104.814814814815,-21.4285714285714
2020-10-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,481,9,2599.3862,0,-50,"Queda",-13.0198915009042,-18.1818181818182
2020-10-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,521,10,2617.93113,0,-33.3333333333333,"Queda",8.31600831600832,11.1111111111111
2020-10-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,544,14,2637.29473,0,-44.4444444444444,"Queda",4.41458733205373,40
2020-10-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,475,16,2654.20229,0,-25,"Queda",-12.6838235294118,14.2857142857143
2020-10-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,108,8,2658.04654,0,-57.1428571428571,"Queda",-77.2631578947368,-50
2020-10-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,164,7,2663.8841,0,-42.8571428571429,"Queda",51.8518518518519,-12.5
2020-10-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,13,237,9,2672.32008,0,44.4444444444444,"Voluntário",44.5121951219512,28.5714285714286
2020-10-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,485,15,2689.58359,0,-25,"Queda",104.64135021097,66.6666666666667
2020-10-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,440,5,2705.24533,0,28.5714285714286,"Voluntário",-9.27835051546392,-66.6666666666667
2020-10-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,10,546,9,2724.68013,0,66.6666666666667,"Voluntário",24.0909090909091,80
2020-10-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,464,8,2741.19614,0,40,"Voluntário",-15.018315018315,-11.1111111111111
2020-10-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,112,7,2745.18277,0,20,"Voluntário",-75.8620689655172,-12.5
2020-10-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,367,4,2758.24608,0,60,"Voluntário",227.678571428571,-42.8571428571429
2020-10-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,453,15,2774.37056,0,33.3333333333333,"Voluntário",23.433242506812,275
2020-10-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,417,6,2789.21362,0,40,"Voluntário",-7.94701986754967,-60
2020-10-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,350,6,2801.67182,0,33.3333333333333,"Voluntário",-16.0671462829736,0
2020-10-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,410,14,2816.26571,0,40,"Voluntário",17.1428571428571,133.333333333333
2020-10-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,479,10,2833.31565,0,16.6666666666667,"Voluntário",16.8292682926829,-28.5714285714286
2020-10-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,302,5,2844.0653,0,133.333333333333,"Voluntário",-36.9519832985386,-50
2020-10-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,163,2,2849.86727,0,50,"Voluntário",-46.0264900662252,-60
2020-10-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,10,474,11,2866.73923,0,-23.0769230769231,"Queda",190.79754601227,450
2020-10-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,495,4,2884.35869,0,0,NA,4.43037974683544,-63.6363636363636
2020-10-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,410,11,2898.95259,0,-22.2222222222222,"Queda",-17.1717171717172,175
2020-10-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,555,7,2918.70774,0,-10,"Queda",35.3658536585366,-36.3636363636364
2020-10-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,346,4,2931.02356,0,-28.5714285714286,"Queda",-37.6576576576577,-42.8571428571429
2020-10-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,274,10,2940.77655,0,-50,"Queda",-20.8092485549133,150
2020-11-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,266,7,2950.24479,0,-50,"Queda",-2.91970802919708,-30
2020-11-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,14,138,3,2955.15688,0,75,"Voluntário",-48.1203007518797,-57.1428571428571
2020-11-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,417,10,2969.99994,0,-42.8571428571429,"Queda",202.173913043478,233.333333333333
2020-11-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,177,7,2976.30023,0,-25,"Queda",-57.5539568345324,-30
2020-11-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,543,5,2995.62824,0,-28.5714285714286,"Queda",206.779661016949,-28.5714285714286
2020-11-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,561,0,3015.59696,0,-42.8571428571429,"Queda",3.31491712707181,-100
2020-11-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,210,0,3023.07188,0,-57.1428571428571,"Queda",-62.5668449197861,NA
2020-11-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,196,0,3030.04847,0,-33.3333333333333,"Queda",-6.66666666666667,NA
2020-11-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,381,6,3043.61012,0,-20,"Queda",94.3877551020408,Inf
2020-11-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,483,5,3060.80244,0,16.6666666666667,"Voluntário",26.7716535433071,-16.6666666666667
2020-11-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,438,29,3076.39299,0,-14.2857142857143,"Queda",-9.3167701863354,480
2020-11-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,653,9,3099.63643,0,-44.4444444444444,"Queda",49.0867579908676,-68.9655172413793
2020-11-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,521,5,3118.18136,0,20,"Voluntário",-20.2143950995406,-44.4444444444444
2020-11-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,333,2,3130.03445,0,33.3333333333333,"Voluntário",-36.084452975048,-60
2020-11-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,176,3,3136.29914,0,0,NA,-47.1471471471472,50
2020-11-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,854,4,3166.69716,0,-50,"Queda",385.227272727273,33.3333333333333
2020-11-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,689,2,3191.22202,0,75,"Voluntário",-19.3208430913349,-50
2020-11-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,575,6,3211.68907,0,33.3333333333333,"Voluntário",-16.5457184325109,200
2020-11-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,536,8,3230.76792,0,20,"Voluntário",-6.78260869565217,33.3333333333333
2020-11-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,917,5,3263.40841,0,25,"Voluntário",71.0820895522388,-37.5
2020-11-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,785,4,3291.35038,0,66.6666666666667,"Voluntário",-14.3947655398037,-20
2020-11-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,503,5,3309.25459,0,25,"Voluntário",-35.9235668789809,25
2020-11-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,777,11,3336.9118,0,-12.5,"Queda",54.4731610337972,120
2020-11-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,905,4,3369.12516,0,-14.2857142857143,"Queda",16.4736164736165,-63.6363636363636
2020-11-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,541,6,3388.38198,0,16.6666666666667,"Voluntário",-40.2209944751381,50
2020-11-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,528,6,3407.17607,0,20,"Voluntário",-2.40295748613678,0
2020-11-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,1884,3,3474.23679,0,-16.6666666666667,"Queda",256.818181818182,-50
2020-11-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,758,9,3501.2177,0,25,"Voluntário",-59.7664543524416,200
2020-11-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,698,3,3526.06292,0,50,"Voluntário",-7.9155672823219,-66.6666666666667
2020-11-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1090,11,3564.86132,0,0,NA,56.1604584527221,266.666666666667
2020-12-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,951,13,3598.71204,0,-14.2857142857143,"Queda",-12.7522935779817,18.1818181818182
2020-12-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1134,11,3639.07661,0,-25,"Queda",19.2429022082019,-15.3846153846154
2020-12-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1197,14,3681.68367,0,16.6666666666667,"Voluntário",5.55555555555556,27.2727272727273
2020-12-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1294,9,3727.74342,0,20,"Voluntário",8.10359231411864,-35.7142857142857
2020-12-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,496,6,3745.39847,0,20,"Voluntário",-61.6692426584235,-33.3333333333333
2020-12-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,23,8,3746.21716,0,60,"Voluntário",-95.3629032258064,33.3333333333333
2020-12-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1989,11,3817.01534,0,-14.2857142857143,"Queda",8547.82608695652,37.5
2020-12-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1314,18,3863.78699,0,0,NA,-33.9366515837104,63.6363636363636
2020-12-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1236,18,3907.78225,0,-14.2857142857143,"Queda",-5.93607305936074,0
2020-12-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,1550,9,3962.95429,0,-16.6666666666667,"Queda",25.4045307443366,-50
2020-12-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,1541,16,4017.80598,0,0,NA,-0.580645161290327,77.7777777777778
2020-12-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,422,18,4032.82701,0,0,NA,-72.615184944841,12.5
2020-12-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,683,18,4057.1383,0,0,NA,61.8483412322275,0
2020-12-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,650,18,4080.27496,0,14.2857142857143,"Voluntário",-4.83162518301611,0
2020-12-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,1981,11,4150.78839,0,-16.6666666666667,"Queda",204.769230769231,-38.8888888888889
2020-12-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1391,15,4200.30085,0,16.6666666666667,"Voluntário",-29.7829379101464,36.3636363636364
2020-12-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1076,16,4238.60092,0,-14.2857142857143,"Queda",-22.6455787203451,6.66666666666667
2020-12-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,1316,23,4285.44376,0,-16.6666666666667,"Queda",22.3048327137547,43.75
2020-12-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1066,19,4323.38789,0,-33.3333333333333,"Queda",-18.9969604863222,-17.3913043478261
2020-12-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,726,26,4349.22976,0,-25,"Queda",-31.8949343339587,36.8421052631579
2020-12-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1342,31,4396.99807,0,16.6666666666667,"Voluntário",84.8484848484848,19.2307692307692
2020-12-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1652,22,4455.80079,0,-33.3333333333333,"Queda",23.0998509687034,-29.0322580645161
2020-12-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,1402,30,4505.70479,0,-50,"Queda",-15.1331719128329,36.3636363636364
2020-12-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,1291,23,4551.65776,0,-40,"Queda",-7.91726105563481,-23.3333333333333
2020-12-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,13,290,24,4561.98027,0,160,"Voluntário",-77.5367931835786,4.34782608695652
2020-12-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,10,1097,22,4601.02784,0,100,"Voluntário",278.275862068966,-8.33333333333334
2020-12-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,223,16,4608.96549,0,16.6666666666667,"Voluntário",-79.6718322698268,-27.2727272727273
2020-12-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,10,1366,25,4657.58808,0,25,"Voluntário",512.556053811659,56.25
2020-12-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,1581,30,4713.86356,0,80,"Voluntário",15.7393850658858,20
2020-12-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,1330,29,4761.20473,0,14.2857142857143,"Voluntário",-15.876027830487,-3.33333333333333
2020-12-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,989,18,4796.40805,0,16.6666666666667,"Voluntário",-25.6390977443609,-37.9310344827586
2021-01-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,14,611,13,4818.15651,0,180,"Voluntário",-38.2204246713852,-27.7777777777778
2021-01-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,11,556,12,4837.94726,0,175,"Voluntário",-9.00163666121113,-7.69230769230769
2021-01-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,333,26,4849.80035,0,0,NA,-40.1079136690647,116.666666666667
2021-01-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,1320,33,4896.78557,0,28.5714285714286,"Voluntário",296.396396396396,26.9230769230769
2021-01-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,1582,28,4953.09665,0,100,"Voluntário",19.8484848484848,-15.1515151515151
2021-01-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,1311,27,4999.76151,0,200,"Voluntário",-17.1302149178255,-3.57142857142857
2021-01-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,1186,25,5041.97702,0,200,"Voluntário",-9.53470633104501,-7.40740740740741
2021-01-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,1116,14,5081.70089,0,-38.4615384615385,"Queda",-5.90219224283305,-44
2021-01-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,831,21,5111.28023,0,-40,"Queda",-25.5376344086022,50
2021-01-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,455,19,5127.47589,0,0,NA,-45.2466907340553,-9.52380952380952
2021-01-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,997,22,5162.96397,0,-40,"Queda",119.120879120879,15.7894736842105
2021-01-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1095,22,5201.94035,0,-22.2222222222222,"Queda",9.8294884653962,0
2021-01-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1106,16,5241.30827,0,-12.5,"Queda",1.00456621004565,-27.2727272727273
2021-01-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1166,23,5282.81188,0,-14.2857142857143,"Queda",5.42495479204339,43.75
2021-01-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,1316,13,5329.65472,0,-57.1428571428571,"Queda",12.8644939965695,-43.4782608695652
2021-01-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,767,13,5356.95598,0,-27.2727272727273,"Queda",-41.7173252279635,0
2021-01-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,9,446,12,5372.83129,0,50,"Voluntário",-41.851368970013,-7.69230769230769
2021-01-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,1082,19,5411.34494,0,-11.1111111111111,"Queda",142.600896860987,58.3333333333333
2021-01-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1031,18,5448.04324,0,-12.5,"Queda",-4.71349353049908,-5.26315789473685
2021-01-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1064,18,5485.91618,0,-22.2222222222222,"Queda",3.2007759456838,0
2021-01-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,889,30,5517.56001,0,-22.2222222222222,"Queda",-16.4473684210526,66.6666666666667
2021-01-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,962,23,5551.80227,0,-25,"Queda",8.21147356580427,-23.3333333333333
2021-01-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,487,18,5569.13697,0,16.6666666666667,"Voluntário",-49.3762993762994,-21.7391304347826
2021-01-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,252,7,5578.10688,0,0,NA,-48.2546201232033,-61.1111111111111
2021-01-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,1047,20,5615.3747,0,16.6666666666667,"Voluntário",315.47619047619,185.714285714286
2021-01-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,582,9,5636.09091,0,-14.2857142857143,"Queda",-44.4126074498567,-55
2021-01-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,791,23,5664.24645,0,14.2857142857143,"Voluntário",35.9106529209622,155.555555555556
2021-01-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,750,14,5690.9426,0,16.6666666666667,"Voluntário",-5.18331226295828,-39.1304347826087
2021-01-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,742,13,5717.35399,0,-16.6666666666667,"Queda",-1.06666666666667,-7.14285714285714
2021-01-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,398,11,5731.52075,0,-25,"Queda",-46.3611859838275,-15.3846153846154
2021-01-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,8,350,12,5743.97895,0,-11.1111111111111,"Queda",-12.0603015075377,9.09090909090908
2021-02-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,849,16,5774.19899,0,-37.5,"Queda",142.571428571429,33.3333333333333
2021-02-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,783,21,5802.06977,0,-42.8571428571429,"Queda",-7.77385159010601,31.25
2021-02-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,689,14,5826.59463,0,-42.8571428571429,"Queda",-12.0051085568327,-33.3333333333333
2021-02-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,622,11,5848.73464,0,-28.5714285714286,"Queda",-9.72423802612482,-21.4285714285714
2021-02-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,2,827,16,5878.17159,0,-66.6666666666667,"Queda",32.9581993569132,45.4545454545455
2021-02-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,412,13,5892.83668,0,-57.1428571428571,"Queda",-50.1813784764208,-18.75
2021-02-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,350,12,5905.29488,0,-28.5714285714286,"Queda",-15.0485436893204,-7.69230769230769
2021-02-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,1037,29,5942.20675,0,-57.1428571428571,"Queda",196.285714285714,141.666666666667
2021-02-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,846,17,5972.32001,0,-50,"Queda",-18.4185149469624,-41.3793103448276
2021-02-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,822,20,6001.57899,0,-50,"Queda",-2.83687943262412,17.6470588235294
2021-02-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,700,10,6026.49539,0,-28.5714285714286,"Queda",-14.8418491484185,-50
2021-02-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,818,15,6055.61199,0,-40,"Queda",16.8571428571429,50
2021-02-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,396,15,6069.70756,0,-50,"Queda",-51.5892420537897,0
2021-02-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,7,395,12,6083.76753,0,-12.5,"Queda",-0.252525252525249,-20
2021-02-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,911,18,6116.19445,0,20,"Voluntário",130.632911392405,50
2021-02-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,12,574,6,6136.62591,0,200,"Voluntário",-36.9923161361142,-66.6666666666667
2021-02-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,833,12,6166.27643,0,50,"Voluntário",45.1219512195122,100
2021-02-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,871,8,6197.27956,0,-40,"Queda",4.56182472989195,-33.3333333333333
2021-02-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,1007,12,6233.12358,0,50,"Voluntário",15.6142365097589,50
2021-02-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,431,6,6248.46497,0,33.3333333333333,"Voluntário",-57.1996027805362,-50
2021-02-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,429,20,6263.73517,0,20,"Voluntário",-0.46403712296984,233.333333333333
2021-02-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1185,17,6305.91508,0,33.3333333333333,"Voluntário",176.223776223776,-15
2021-02-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1092,5,6344.78468,0,33.3333333333333,"Voluntário",-7.84810126582278,-70.5882352941176
2021-02-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,894,24,6376.60649,0,25,"Voluntário",-18.1318681318681,380
2021-02-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,914,23,6409.14019,0,-20,"Queda",2.23713646532437,-4.16666666666666
2021-02-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,928,13,6442.17223,0,0,NA,1.53172866520788,-43.4782608695652
2021-02-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,542,13,6461.46464,0,33.3333333333333,"Voluntário",-41.5948275862069,0
2021-02-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,6,453,11,6477.58912,0,-14.2857142857143,"Queda",-16.4206642066421,-15.3846153846154
2021-03-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1124,20,6517.59775,0,-33.3333333333333,"Queda",148.123620309051,81.8181818181818
2021-03-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,3,1012,24,6553.61975,0,-75,"Queda",-9.9644128113879,20
2021-03-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,995,19,6589.03664,0,-33.3333333333333,"Queda",-1.6798418972332,-20.8333333333333
2021-03-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,5,771,23,6616.48028,0,66.6666666666667,"Voluntário",-22.5125628140703,21.0526315789474
2021-03-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,1190,15,6658.83817,0,33.3333333333333,"Voluntário",54.3450064850843,-34.7826086956522
2021-03-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair",1,4,542,13,6678.13059,0,0,NA,-54.453781512605,-13.3333333333333
2021-03-07,"Mato Grosso do Sul","MS",NA,NA,6,652,25,6701.33844,NA,0,NA,20.2952029520295,92.3076923076923
2021-03-08,"Mato Grosso do Sul","MS",NA,NA,3,888,22,6732.94668,NA,-25,"Queda",36.1963190184049,-12
2021-03-09,"Mato Grosso do Sul","MS",NA,NA,3,1237,25,6776.97753,NA,-25,"Queda",39.3018018018018,13.6363636363636
2021-03-10,"Mato Grosso do Sul","MS",NA,NA,4,934,21,6810.22313,NA,-20,"Queda",-24.4947453516572,-16
2021-03-11,"Mato Grosso do Sul","MS",NA,NA,4,1104,26,6849.51986,NA,0,NA,18.2012847965739,23.8095238095238
2021-03-12,"Mato Grosso do Sul","MS",NA,NA,4,1199,21,6892.1981,NA,33.3333333333333,NA,8.60507246376812,-19.2307692307692
2021-03-13,"Mato Grosso do Sul","MS",NA,NA,6,717,30,6917.71962,NA,50,NA,-40.2001668056714,42.8571428571429
2021-03-14,"Mato Grosso do Sul","MS",NA,NA,9,536,14,6936.79847,NA,50,NA,-25.2440725244073,-53.3333333333333
2021-03-15,"Mato Grosso do Sul","MS",NA,NA,6,1212,39,6979.93945,NA,50,NA,126.119402985075,178.571428571429
2021-03-16,"Mato Grosso do Sul","MS",NA,NA,6,1447,42,7031.44522,NA,100,NA,19.3894389438944,7.69230769230769
2021-03-17,"Mato Grosso do Sul","MS",NA,NA,8,1254,31,7076.08118,NA,100,NA,-13.3379405666897,-26.1904761904762
2021-03-18,"Mato Grosso do Sul","MS",NA,NA,7,1222,35,7119.5781,NA,40,NA,-2.55183413078149,12.9032258064516
2021-03-19,"Mato Grosso do Sul","MS",NA,NA,7,1108,24,7159.01721,NA,75,NA,-9.32896890343699,-31.4285714285714
2021-03-20,"Mato Grosso do Sul","MS",NA,NA,8,1043,27,7196.14266,NA,100,NA,-5.86642599277978,12.5
2021-03-21,"Mato Grosso do Sul","MS",NA,NA,10,663,28,7219.74205,NA,66.6666666666667,NA,-36.4333652924257,3.7037037037037
