"date","Estado","Sigla","C6","C6_Flag","Residential","new_cases","new_deaths","total_cases_per_million","Policy_change","stayhome_growth_14","Isolamento_14","cases_growth","deaths_growth"
2020-07-18,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,982,16,724.31555,0,22.2222222222222,"Voluntário",-44.4570135746606,-72.4137931034483
2020-07-19,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,805,23,735.41517,0,0,NA,-18.0244399185336,43.75
2020-07-20,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,1078,9,750.27901,0,0,NA,33.9130434782609,-60.8695652173913
2020-07-21,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2061,44,778.69679,0,0,NA,91.1873840445269,388.888888888889
2020-07-22,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,3081,27,821.17868,0,9.09090909090908,"Voluntário",49.490538573508,-38.6363636363636
2020-07-23,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2726,47,858.76571,0,10,"Voluntário",-11.5222330412204,74.0740740740741
2020-07-24,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,2735,32,896.47683,0,20,"Voluntário",0.330154071900224,-31.9148936170213
2020-07-25,"Santa Catarina","SC","Recomendado ficar
em casa",1,13,2316,36,928.41064,0,18.1818181818182,"Voluntário",-15.3199268738574,12.5
2020-07-26,"Santa Catarina","SC","Recomendado ficar
em casa",1,14,1397,27,947.67295,0,7.69230769230769,"Voluntário",-39.6804835924007,-25
2020-07-27,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,1408,17,967.08694,0,0,NA,0.787401574803148,-37.037037037037
2020-07-28,"Santa Catarina","SC","Recomendado ficar
em casa",1,13,3633,36,1017.18,0,18.1818181818182,"Voluntário",158.025568181818,111.764705882353
2020-07-29,"Santa Catarina","SC","Recomendado ficar
em casa",1,13,3230,42,1061.71636,0,18.1818181818182,"Voluntário",-11.0927608037435,16.6666666666667
2020-07-30,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,3903,41,1115.53227,0,9.09090909090908,"Voluntário",20.8359133126935,-2.38095238095238
2020-07-31,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,3169,59,1159.22753,0,0,NA,-18.8060466307968,43.9024390243902
2020-08-01,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2849,52,1198.51053,0,0,NA,-10.0978226569896,-11.864406779661
2020-08-02,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,1060,21,1213.12617,0,0,NA,-62.7939627939628,-59.6153846153846
2020-08-03,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,907,21,1225.6322,0,0,NA,-14.4339622641509,0
2020-08-04,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,3268,39,1270.69251,0,-9.09090909090909,"Queda",260.308710033076,85.7142857142857
2020-08-05,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,3253,71,1315.546,0,-16.6666666666667,"Queda",-0.458996328029371,82.051282051282
2020-08-06,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,3224,51,1359.99962,0,-18.1818181818182,"Queda",-0.891484783276975,-28.169014084507
2020-08-07,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,2948,43,1400.64767,0,-25,"Queda",-8.56079404466501,-15.6862745098039
2020-08-08,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,3167,19,1444.31535,0,-46.1538461538462,"Queda",7.42876526458616,-55.8139534883721
2020-08-09,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,1186,26,1460.66833,0,-42.8571428571429,"Queda",-62.5513103883802,36.8421052631579
2020-08-10,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,993,96,1474.36016,0,-25,"Queda",-16.2731871838111,269.230769230769
2020-08-11,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,2594,78,1510.12713,0,-30.7692307692308,"Queda",161.22860020141,-18.75
2020-08-12,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2879,18,1549.82377,0,-15.3846153846154,"Queda",10.9868928296068,-76.9230769230769
2020-08-13,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2631,59,1586.10091,0,-8.33333333333334,"Queda",-8.61410211879124,227.777777777778
2020-08-14,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,3151,46,1629.54798,0,-8.33333333333334,"Queda",19.7643481565944,-22.0338983050847
2020-08-15,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,1818,25,1654.61519,0,-9.09090909090909,"Queda",-42.3040304665186,-45.6521739130435
2020-08-16,"Santa Catarina","SC","Recomendado ficar
em casa",1,13,879,30,1666.73515,0,8.33333333333333,"Voluntário",-51.6501650165016,20
2020-08-17,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,786,42,1677.57279,0,-9.09090909090909,"Queda",-10.580204778157,40
2020-08-18,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,2647,44,1714.07054,0,0,NA,236.76844783715,4.76190476190477
2020-08-19,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2537,35,1749.05157,0,10,"Voluntário",-4.15564790328674,-20.4545454545455
2020-08-20,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,2222,42,1779.68927,0,11.1111111111111,"Voluntário",-12.4162396531336,20
2020-08-21,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,1277,35,1797.29699,0,22.2222222222222,"Voluntário",-42.5292529252925,-16.6666666666667
2020-08-22,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,1659,32,1820.17185,0,42.8571428571429,"Voluntário",29.9138606108066,-8.57142857142857
2020-08-23,"Santa Catarina","SC","Recomendado ficar
em casa",1,12,484,15,1826.84541,0,50,"Voluntário",-70.8257986738999,-53.125
2020-08-24,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,1041,24,1841.19908,0,0,NA,115.082644628099,60
2020-08-25,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,2157,50,1870.94054,0,0,NA,107.204610951009,108.333333333333
2020-08-26,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,1870,26,1896.72474,0,-18.1818181818182,"Queda",-13.3055169216504,-48
2020-08-27,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,2078,28,1925.37693,0,-27.2727272727273,"Queda",11.1229946524064,7.69230769230769
2020-08-28,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,2054,23,1953.69819,0,-27.2727272727273,"Queda",-1.15495668912415,-17.8571428571429
2020-08-29,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,4712,25,2018.66887,0,-40,"Queda",129.406037000974,8.69565217391304
2020-08-30,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,460,17,2025.01151,0,-38.4615384615385,"Queda",-90.2376910016978,-32
2020-08-31,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,30913,25,2451.25062,0,-10,"Queda",6620.21739130435,47.0588235294118
2020-09-01,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,2697,41,2488.43778,0,-20,"Queda",-91.2755151554362,64
2020-09-02,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,2048,24,2516.67631,0,-27.2727272727273,"Queda",-24.0637745643307,-41.4634146341463
2020-09-03,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1682,27,2539.86831,0,-30,"Queda",-17.87109375,12.5
2020-09-04,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,2392,24,2572.85003,0,-36.3636363636364,"Queda",42.2116527942925,-11.1111111111111
2020-09-05,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1765,24,2597.18646,0,-50,"Queda",-26.2123745819398,0
2020-09-06,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,667,5,2606.38329,0,-25,"Queda",-62.2096317280453,-79.1666666666667
2020-09-07,"Santa Catarina","SC","Recomendado ficar
em casa",1,18,449,17,2612.57425,0,100,"Voluntário",-32.6836581709145,240
2020-09-08,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,920,20,2625.25953,0,-33.3333333333333,"Queda",104.899777282851,17.6470588235294
2020-09-09,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,2585,18,2660.9024,0,-22.2222222222222,"Queda",180.978260869565,-10
2020-09-10,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1194,23,2677.36569,0,-25,"Queda",-53.8104448742747,27.7777777777778
2020-09-11,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1525,14,2698.39291,0,-25,"Queda",27.7219430485762,-39.1304347826087
2020-09-12,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1363,18,2717.18643,0,-16.6666666666667,"Queda",-10.6229508196721,28.5714285714286
2020-09-13,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,681,14,2726.57629,0,-25,"Queda",-50.0366837857667,-22.2222222222222
2020-09-14,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,895,14,2738.91686,0,-22.2222222222222,"Queda",31.424375917768,0
2020-09-15,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1601,26,2760.992,0,-12.5,"Queda",78.8826815642458,85.7142857142857
2020-09-16,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1441,24,2780.861,0,-12.5,"Queda",-9.99375390381012,-7.69230769230769
2020-09-17,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,1252,16,2798.12401,0,14.2857142857143,"Voluntário",-13.1158917418459,-33.3333333333333
2020-09-18,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1232,18,2815.11125,0,0,NA,-1.59744408945687,12.5
2020-09-19,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1084,8,2830.05782,0,20,"Voluntário",-12.012987012987,-55.5555555555556
2020-09-20,"Santa Catarina","SC","Recomendado ficar
em casa",1,9,370,4,2835.15951,0,0,NA,-65.8671586715867,-50
2020-09-21,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,712,17,2844.97681,0,-55.5555555555556,"Queda",92.4324324324324,325
2020-09-22,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1360,15,2863.72896,0,16.6666666666667,"Voluntário",91.0112359550562,-11.7647058823529
2020-09-23,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1208,15,2880.38528,0,0,NA,-11.1764705882353,0
2020-09-24,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1148,18,2896.2143,0,16.6666666666667,"Voluntário",-4.96688741721855,20
2020-09-25,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,1057,19,2910.78858,0,16.6666666666667,"Voluntário",-7.92682926829268,5.55555555555556
2020-09-26,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,986,13,2924.38389,0,0,NA,-6.71712393566698,-31.5789473684211
2020-09-27,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,493,11,2931.18154,0,33.3333333333333,"Voluntário",-50,-15.3846153846154
2020-09-28,"Santa Catarina","SC","Recomendado ficar
em casa",1,8,482,18,2937.82752,0,14.2857142857143,"Voluntário",-2.23123732251521,63.6363636363636
2020-09-29,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1195,21,2954.3046,0,-14.2857142857143,"Queda",147.925311203319,16.6666666666667
2020-09-30,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1217,11,2971.08501,0,-14.2857142857143,"Queda",1.84100418410043,-47.6190476190476
2020-10-01,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,1146,24,2986.88646,0,-50,"Queda",-5.83401807723911,118.181818181818
2020-10-02,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1098,9,3002.02606,0,-28.5714285714286,"Queda",-4.18848167539267,-62.5
2020-10-03,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,911,12,3014.58724,0,16.6666666666667,"Voluntário",-17.0309653916211,33.3333333333333
2020-10-04,"Santa Catarina","SC","Recomendado ficar
em casa",1,10,585,5,3022.65342,0,11.1111111111111,"Voluntário",-35.7848518111965,-58.3333333333333
2020-10-05,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,826,11,3034.0426,0,-25,"Queda",41.1965811965812,120
2020-10-06,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,1398,14,3053.3187,0,-42.8571428571429,"Queda",69.2493946731235,27.2727272727273
2020-10-07,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,1210,8,3070.0026,0,-42.8571428571429,"Queda",-13.447782546495,-42.8571428571429
2020-10-08,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1451,12,3090.00949,0,-28.5714285714286,"Queda",19.9173553719008,50
2020-10-09,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1534,1,3111.16081,0,-28.5714285714286,"Queda",5.72019297036526,-91.6666666666667
2020-10-10,"Santa Catarina","SC","Recomendado ficar
em casa",1,2,977,15,3124.63202,0,-60,"Queda",-36.3102998696219,1400
2020-10-11,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,599,9,3132.89124,0,-50,"Queda",-38.6898669396111,-40
2020-10-12,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,795,1,3143.85298,0,37.5,"Voluntário",32.7212020033389,-88.8888888888889
2020-10-13,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,395,9,3149.29937,0,-33.3333333333333,"Queda",-50.314465408805,800
2020-10-14,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1507,13,3170.07841,0,0,NA,281.518987341772,44.4444444444444
2020-10-15,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1502,12,3190.7885,0,25,"Voluntário",-0.331785003317853,-7.69230769230769
2020-10-16,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1521,10,3211.76058,0,0,NA,1.26498002663116,-16.6666666666667
2020-10-17,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,1832,4,3237.02082,0,-42.8571428571429,"Queda",20.4470742932281,-60
2020-10-18,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,394,1,3242.45343,0,-40,"Queda",-78.4934497816594,-75
2020-10-19,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1065,9,3257.13802,0,0,NA,170.304568527919,800
2020-10-20,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1557,15,3278.60647,0,25,"Voluntário",46.1971830985916,66.6666666666667
2020-10-21,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1052,7,3293.11181,0,50,"Voluntário",-32.4341682723186,-53.3333333333333
2020-10-22,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,2211,13,3323.59784,0,20,"Voluntário",110.171102661597,85.7142857142857
2020-10-23,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,2072,4,3352.16729,0,20,"Voluntário",-6.28674807779286,-69.2307692307692
2020-10-24,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1862,9,3377.84119,0,150,"Voluntário",-10.1351351351351,125
2020-10-25,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1108,4,3393.11868,0,50,"Voluntário",-40.4940923737916,-55.5555555555556
2020-10-26,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1391,13,3412.29827,0,-45.4545454545455,"Queda",25.5415162454874,225
2020-10-27,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,2422,18,3445.69364,0,25,"Voluntário",74.1193386053199,38.4615384615385
2020-10-28,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,2652,9,3482.26033,0,-16.6666666666667,"Queda",9.49628406275804,-50
2020-10-29,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,1937,9,3508.96835,0,-20,"Queda",-26.9607843137255,0
2020-10-30,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1868,17,3534.72498,0,0,NA,-3.56220960247806,88.8888888888889
2020-10-31,"Santa Catarina","SC","Recomendado ficar
em casa",1,3,2584,20,3570.35407,0,-25,"Queda",38.3297644539615,17.6470588235294
2020-11-01,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1117,8,3585.75565,0,0,NA,-56.7724458204334,-60
2020-11-02,"Santa Catarina","SC","Recomendado ficar
em casa",1,13,1486,7,3606.24513,0,116.666666666667,"Voluntário",33.034914950761,-12.5
2020-11-03,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,2280,10,3637.68255,0,-20,"Queda",53.4320323014805,42.8571428571429
2020-11-04,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,2814,24,3676.48296,0,0,NA,23.4210526315789,140
2020-11-05,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,2007,10,3704.15617,0,-33.3333333333333,"Queda",-28.6780383795309,-58.3333333333333
2020-11-06,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,2151,22,3733.8149,0,-33.3333333333333,"Queda",7.17488789237668,120
2020-11-07,"Santa Catarina","SC","Recomendado ficar
em casa",1,2,2857,7,3773.2082,0,-60,"Queda",32.8219432821943,-68.1818181818182
2020-11-08,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,969,9,3786.5691,0,-16.6666666666667,"Queda",-66.0833041652083,28.5714285714286
2020-11-09,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1034,20,3800.82625,0,0,NA,6.7079463364293,122.222222222222
2020-11-10,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,4886,12,3868.19611,0,0,NA,372.533849129594,-40
2020-11-11,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,2711,25,3905.57631,0,20,"Voluntário",-44.5149406467458,108.333333333333
2020-11-12,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1730,14,3929.43015,0,25,"Voluntário",-36.1859092585762,-44
2020-11-13,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,4805,16,3995.68314,0,-20,"Queda",177.745664739884,14.2857142857143
2020-11-14,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,4015,11,4051.04335,0,33.3333333333333,"Voluntário",-16.4412070759625,-31.25
2020-11-15,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,2144,9,4080.60556,0,-33.3333333333333,"Queda",-46.6002490660025,-18.1818181818182
2020-11-16,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,1454,12,4100.65382,0,-53.8461538461538,"Queda",-32.1828358208955,33.3333333333333
2020-11-17,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,5178,40,4172.04987,0,25,"Voluntário",256.121045392022,233.333333333333
2020-11-18,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,4210,14,4230.0988,0,0,NA,-18.6944766319042,-65
2020-11-19,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,4605,21,4293.59413,0,50,"Voluntário",9.38242280285035,50
2020-11-20,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,6109,30,4377.82713,0,25,"Voluntário",32.6601520086862,42.8571428571429
2020-11-21,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,5888,24,4459.0129,0,100,"Voluntário",-3.61761335734163,-20
2020-11-22,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,2818,12,4497.86846,0,20,"Voluntário",-52.1399456521739,-50
2020-11-23,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,1753,23,4522.03943,0,-16.6666666666667,"Queda",-37.7927608232789,91.6666666666667
2020-11-24,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,4115,36,4578.77847,0,0,NA,134.740444951512,56.5217391304348
2020-11-25,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,4933,31,4646.79637,0,0,NA,19.8784933171325,-13.8888888888889
2020-11-26,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,5998,47,4729.49887,0,0,NA,21.5892965740929,51.6129032258064
2020-11-27,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,3420,59,4776.65501,0,50,"Voluntário",-42.9809936645549,25.531914893617
2020-11-28,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,9523,34,4907.96142,0,0,NA,178.450292397661,-42.3728813559322
2020-11-29,"Santa Catarina","SC","Recomendado ficar
em casa",1,7,3047,20,4949.97451,0,75,"Voluntário",-68.0037803213273,-41.1764705882353
2020-11-30,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,5347,41,5023.70079,0,0,NA,75.4840827042993,105
2020-12-01,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,8201,47,5136.779,0,0,NA,53.3757247054423,14.6341463414634
2020-12-02,"Santa Catarina","SC","Recomendado ficar
em casa",1,5,6076,46,5220.55699,0,-16.6666666666667,"Queda",-25.9114742104621,-2.12765957446809
2020-12-03,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,4956,43,5288.89203,0,-33.3333333333333,"Queda",-18.4331797235023,-6.52173913043478
2020-12-04,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,6174,41,5374.02127,0,-20,"Queda",24.5762711864407,-4.65116279069767
2020-12-05,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,3851,41,5427.12019,0,50,"Voluntário",-37.6255264010366,0
2020-12-06,"Santa Catarina","SC","Recomendado ficar
em casa",1,11,2586,31,5462.77685,0,83.3333333333333,"Voluntário",-32.8486107504544,-24.390243902439
2020-12-07,"Santa Catarina","SC","Recomendado ficar
em casa",1,6,3503,30,5511.07742,0,20,"Voluntário",35.4601701469451,-3.2258064516129
2020-12-08,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,6312,91,5598.10945,0,-20,"Queda",80.188409934342,203.333333333333
2020-12-09,"Santa Catarina","SC","Recomendado ficar
em casa",1,4,5628,51,5675.71026,0,-33.3333333333333,"Queda",-10.8365019011407,-43.956043956044
2020-12-10,"Santa Catarina","SC",NA,NA,3,5121,41,5746.32037,NA,-40,"Queda",-9.00852878464818,-19.6078431372549
2020-12-11,"Santa Catarina","SC",NA,NA,4,4292,60,5805.49995,NA,-33.3333333333333,"Queda",-16.1882444834993,46.3414634146341
2020-12-12,"Santa Catarina","SC",NA,NA,3,5051,50,5875.14488,NA,-25,"Queda",17.6840633737186,-16.6666666666667
2020-12-13,"Santa Catarina","SC",NA,NA,4,1306,31,5893.15246,NA,-42.8571428571429,"Queda",-74.1437339140764,-38
2020-12-14,"Santa Catarina","SC",NA,NA,4,4649,55,5957.25448,NA,-33.3333333333333,"Queda",255.972434915773,77.4193548387097
2020-12-15,"Santa Catarina","SC",NA,NA,4,3497,84,6005.47232,NA,-20,"Queda",-24.7795224779522,52.7272727272727
2020-12-16,"Santa Catarina","SC",NA,NA,4,7077,13,6103.05244,NA,-20,"Queda",102.373462968258,-84.5238095238095
2020-12-17,"Santa Catarina","SC",NA,NA,4,5538,81,6179.41229,NA,0,NA,-21.7465027554048,523.076923076923
2020-12-18,"Santa Catarina","SC",NA,NA,3,5160,54,6250.56015,NA,-25,"Queda",-6.82556879739978,-33.3333333333333
2020-12-19,"Santa Catarina","SC",NA,NA,3,4013,16,6305.89278,NA,-50,"Queda",-22.2286821705426,-70.3703703703704
2020-12-20,"Santa Catarina","SC",NA,NA,6,3909,38,6359.79142,NA,-45.4545454545455,"Queda",-2.591577373536,137.5
2020-12-21,"Santa Catarina","SC",NA,NA,3,2488,65,6394.09682,NA,-50,"Queda",-36.3520081862369,71.0526315789474
2020-12-22,"Santa Catarina","SC",NA,NA,2,4671,65,6458.50218,NA,-50,"Queda",87.7411575562701,0
2020-12-23,"Santa Catarina","SC",NA,NA,2,3796,49,6510.84274,NA,-50,"Queda",-18.7326054378077,-24.6153846153846
2020-12-24,"Santa Catarina","SC",NA,NA,5,3001,54,6552.22156,NA,66.6666666666667,NA,-20.9430979978925,10.2040816326531
2020-12-25,"Santa Catarina","SC",NA,NA,13,1481,34,6572.6421,NA,225,NA,-50.6497834055315,-37.037037037037
2020-12-26,"Santa Catarina","SC",NA,NA,7,1561,34,6594.16571,NA,133.333333333333,NA,5.40175557056044,0
2020-12-27,"Santa Catarina","SC",NA,NA,7,1705,32,6617.67484,NA,75,NA,9.22485586162716,-5.88235294117647
2020-12-28,"Santa Catarina","SC",NA,NA,9,2182,43,6647.76101,NA,125,NA,27.9765395894428,34.375
2020-12-29,"Santa Catarina","SC",NA,NA,7,3806,79,6700.23945,NA,75,NA,74.4271310724106,83.7209302325581
2020-12-30,"Santa Catarina","SC",NA,NA,5,3134,45,6743.45212,NA,25,NA,-17.6563321071992,-43.0379746835443
2020-12-31,"Santa Catarina","SC",NA,NA,8,3514,47,6791.90437,NA,100,NA,12.1250797702616,4.44444444444445
2021-01-01,"Santa Catarina","SC",NA,NA,15,1864,17,6817.60584,NA,400,NA,-46.9550369948776,-63.8297872340426
2021-01-02,"Santa Catarina","SC",NA,NA,6,2077,24,6846.24423,NA,100,NA,11.4270386266094,41.1764705882353
2021-01-03,"Santa Catarina","SC",NA,NA,4,821,20,6857.56447,NA,-33.3333333333333,"Queda",-60.4718343765046,-16.6666666666667
2021-01-04,"Santa Catarina","SC",NA,NA,6,1565,62,6879.14323,NA,100,NA,90.6211936662607,210
2021-01-05,"Santa Catarina","SC",NA,NA,6,3875,44,6932.57306,NA,200,NA,147.603833865815,-29.0322580645161
2021-01-06,"Santa Catarina","SC",NA,NA,7,4112,62,6989.27074,NA,250,NA,6.11612903225807,40.9090909090909
2021-01-07,"Santa Catarina","SC",NA,NA,5,4432,40,7050.38068,NA,0,NA,7.78210116731517,-35.4838709677419
2021-01-08,"Santa Catarina","SC",NA,NA,5,3880,62,7103.87946,NA,-61.5384615384615,"Queda",-12.4548736462094,55
2021-01-09,"Santa Catarina","SC",NA,NA,3,3596,27,7153.46235,NA,-57.1428571428571,"Queda",-7.31958762886598,-56.4516129032258
2021-01-10,"Santa Catarina","SC",NA,NA,4,1772,26,7177.8953,NA,-42.8571428571429,"Queda",-50.7230255839822,-3.70370370370371
2021-01-11,"Santa Catarina","SC",NA,NA,4,1901,40,7204.10694,NA,-55.5555555555556,"Queda",7.27990970654628,53.8461538461539
2021-01-12,"Santa Catarina","SC",NA,NA,4,3546,30,7253.00041,NA,-42.8571428571429,"Queda",86.5334034718569,-25
2021-01-13,"Santa Catarina","SC",NA,NA,4,3365,58,7299.39819,NA,-20,"Queda",-5.1043429216018,93.3333333333333
2021-01-14,"Santa Catarina","SC",NA,NA,3,3949,29,7353.84837,NA,-62.5,"Queda",17.3551263001486,-50
2021-01-15,"Santa Catarina","SC",NA,NA,3,3698,42,7404.83767,NA,-80,"Queda",-6.35603950367182,44.8275862068966
2021-01-16,"Santa Catarina","SC",NA,NA,3,3306,31,7450.42194,NA,-50,"Queda",-10.6003244997296,-26.1904761904762
2021-01-17,"Santa Catarina","SC",NA,NA,5,1403,19,7469.76699,NA,25,NA,-57.5620084694495,-38.7096774193548
2021-01-18,"Santa Catarina","SC",NA,NA,4,1644,33,7492.43502,NA,-33.3333333333333,"Queda",17.1774768353528,73.6842105263158
2021-01-19,"Santa Catarina","SC",NA,NA,4,3133,50,7535.63391,NA,-33.3333333333333,"Queda",90.5717761557178,51.5151515151515
2021-01-20,"Santa Catarina","SC",NA,NA,6,3057,19,7577.78488,NA,-14.2857142857143,"Queda",-2.4257899776572,-62
2021-01-21,"Santa Catarina","SC",NA,NA,5,2731,48,7615.44085,NA,0,NA,-10.6640497219496,152.631578947368
2021-01-22,"Santa Catarina","SC",NA,NA,6,2838,25,7654.57217,NA,20,NA,3.91797876235811,-47.9166666666667
2021-01-23,"Santa Catarina","SC",NA,NA,6,2626,36,7690.78037,NA,100,NA,-7.47004933051445,44
2021-01-24,"Santa Catarina","SC",NA,NA,9,1201,27,7707.34017,NA,125,NA,-54.2650418888043,-25
2021-01-25,"Santa Catarina","SC",NA,NA,5,2407,39,7740.52872,NA,25,NA,100.416319733555,44.4444444444444
2021-01-26,"Santa Catarina","SC",NA,NA,4,2781,42,7778.8741,NA,0,NA,15.5380141254674,7.69230769230769
2021-01-27,"Santa Catarina","SC",NA,NA,4,2949,23,7819.53593,NA,0,NA,6.04099244875944,-45.2380952380952
