"date","Estado","Sigla","C6_Flag","name","Measure"
2020-05-23,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-24,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-24,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-24,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-24,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-24,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-25,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-25,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-25,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-25,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-25,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-26,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-26,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-26,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-26,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-26,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-27,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-27,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-27,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-27,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-27,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-28,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-28,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-28,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-28,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-28,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-29,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-29,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-29,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-29,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-29,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-30,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-30,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-30,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-30,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-30,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-05-31,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-05-31,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-05-31,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-05-31,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-05-31,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-01,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-01,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-01,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-01,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-01,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-02,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-02,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-02,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-02,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-02,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-03,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-03,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-03,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-03,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-03,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-04,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-04,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-04,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-04,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-04,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-05,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-05,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-05,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-05,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-05,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-06,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-06,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-06,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-06,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-06,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-07,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-07,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-07,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-07,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-07,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-08,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-08,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-08,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-08,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-08,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-09,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-09,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-09,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-09,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-09,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-10,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-10,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-10,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-10,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-10,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-11,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-11,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-11,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-11,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-11,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-12,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-12,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-12,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-12,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-12,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-13,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-13,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-13,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-13,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-13,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-14,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-14,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-14,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-14,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-14,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-15,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-15,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-15,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-15,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-15,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-16,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-16,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-16,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-16,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-16,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-17,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-17,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-17,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-17,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-17,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-18,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-18,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-18,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-18,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-18,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-19,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-19,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-19,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-19,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-19,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-20,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-20,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-20,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-20,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-20,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-21,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-21,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-21,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-21,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-21,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-22,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-22,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-22,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-22,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-22,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-23,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-23,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-23,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-23,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-23,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-24,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-24,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-24,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-24,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-24,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-25,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-25,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-25,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-25,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-25,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-26,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-26,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-26,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-26,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-26,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-27,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-27,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-27,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-27,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-27,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-28,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-28,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-28,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-28,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-28,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-29,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-29,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-29,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-29,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-29,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-06-30,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-06-30,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-06-30,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-06-30,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-06-30,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-01,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-01,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-01,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-01,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-01,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-02,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-02,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-02,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-02,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-02,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-03,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-03,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-03,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-03,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-03,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-04,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-04,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-04,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-04,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-04,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-05,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-05,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-05,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-05,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-05,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-06,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-06,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-06,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-06,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-06,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-07,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-07,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-07,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-07,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-07,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-08,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-08,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-08,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-08,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-08,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-09,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-09,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-09,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-09,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-09,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-10,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-10,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-10,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-10,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-10,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-11,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-11,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-11,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-11,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-11,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-12,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-12,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-12,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-12,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-12,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-13,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-13,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-13,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-13,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-13,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-14,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-14,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-14,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-14,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-14,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-15,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-15,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-15,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-15,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-15,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-16,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-16,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-16,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-16,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-16,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-17,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-17,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-17,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-17,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-17,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-18,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-18,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-18,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-18,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-18,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-19,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-19,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-19,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-19,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-19,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-20,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-20,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-20,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-20,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-20,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-21,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-21,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-21,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-21,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-21,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-22,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-22,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-22,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-22,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-22,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-23,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-23,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-23,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-23,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-23,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-24,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-24,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-24,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-24,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-24,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-25,"Mato Grosso do Sul","MS","0","Sem medida",NA
2020-07-25,"Mato Grosso do Sul","MS","0","Recomendado ficar
em casa",NA
2020-07-25,"Mato Grosso do Sul","MS","0","Algumas exceções
podem sair",1
2020-07-25,"Mato Grosso do Sul","MS","0","Dados indisponíveis",NA
2020-07-25,"Mato Grosso do Sul","MS","0","Sem exceções
para sair",NA
2020-07-26,"Mato Grosso do Sul","MS","0","Sem medida",NA
2020-07-26,"Mato Grosso do Sul","MS","0","Recomendado ficar
em casa",NA
2020-07-26,"Mato Grosso do Sul","MS","0","Algumas exceções
podem sair",1
2020-07-26,"Mato Grosso do Sul","MS","0","Dados indisponíveis",NA
2020-07-26,"Mato Grosso do Sul","MS","0","Sem exceções
para sair",NA
2020-07-27,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-27,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-27,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-27,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-27,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-28,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-28,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-28,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-28,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-28,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-29,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-29,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-29,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-29,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-29,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-30,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-30,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-30,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-30,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-30,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-07-31,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-07-31,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-07-31,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-07-31,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-07-31,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-08-01,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-08-01,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-08-01,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-08-01,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-08-01,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-08-02,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-08-02,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-08-02,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-08-02,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-08-02,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-08-03,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-08-03,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
2020-08-03,"Mato Grosso do Sul","MS","1","Algumas exceções
podem sair",1
2020-08-03,"Mato Grosso do Sul","MS","1","Dados indisponíveis",NA
2020-08-03,"Mato Grosso do Sul","MS","1","Sem exceções
para sair",NA
2020-08-04,"Mato Grosso do Sul","MS","1","Sem medida",NA
2020-08-04,"Mato Grosso do Sul","MS","1","Recomendado ficar
em casa",NA
