date,Sigla,new_cases,new_deaths,Populacao,total_cases_per_million
2021-03-30,CE,3752,143,9187103,5823.19584
2021-03-31,CE,4586,282,9187103,5873.11365
2020-03-07,DF,1,0,3055149,0.03273
2020-03-08,DF,0,0,3055149,0.03273
2020-03-09,DF,0,0,3055149,0.03273
2020-03-10,DF,0,0,3055149,0.03273
2020-03-11,DF,1,0,3055149,0.06546
2020-03-12,DF,0,0,3055149,0.06546
2020-03-13,DF,0,0,3055149,0.06546
2020-03-14,DF,6,0,3055149,0.26185
2020-03-15,DF,6,0,3055149,0.45824
2020-03-16,DF,5,0,3055149,0.6219
2020-03-17,DF,0,0,3055149,0.6219
2020-03-18,DF,15,0,3055149,1.11288
2020-03-19,DF,8,0,3055149,1.37473
2020-03-20,DF,45,0,3055149,2.84765
2020-03-21,DF,21,0,3055149,3.53502
2020-03-22,DF,9,0,3055149,3.8296
2020-03-23,DF,21,0,3055149,4.51696
2020-03-24,DF,23,0,3055149,5.26979
2020-03-25,DF,34,0,3055149,6.38267
2020-03-26,DF,6,0,3055149,6.57906
2020-03-27,DF,40,0,3055149,7.88832
2020-03-28,DF,19,0,3055149,8.51022
2020-03-29,DF,38,1,3055149,9.75403
2020-03-30,DF,14,1,3055149,10.21227
2020-03-31,DF,21,1,3055149,10.89963
2020-04-01,DF,37,1,3055149,12.1107
2020-04-02,DF,30,1,3055149,13.09265
2020-04-03,DF,19,1,3055149,13.71455
2020-04-04,DF,37,1,3055149,14.92562
2020-04-05,DF,12,0,3055149,15.3184
2020-04-06,DF,17,3,3055149,15.87484
2020-04-07,DF,18,2,3055149,16.46401
2020-04-08,DF,6,0,3055149,16.6604
2020-04-09,DF,18,1,3055149,17.24957
2020-04-10,DF,29,1,3055149,18.19879
2020-04-11,DF,36,0,3055149,19.37712
2020-04-12,DF,26,0,3055149,20.22815
2020-04-13,DF,23,1,3055149,20.98097
2020-04-14,DF,10,2,3055149,21.30829
2020-04-15,DF,37,0,3055149,22.51936
2020-04-16,DF,39,3,3055149,23.79589
2020-04-17,DF,29,4,3055149,24.74511
2020-04-18,DF,40,0,3055149,26.05438
2020-04-19,DF,64,0,3055149,28.1492
2020-04-20,DF,15,0,3055149,28.64017
2020-04-21,DF,38,0,3055149,29.88398
2020-04-22,DF,46,1,3055149,31.38963
2020-04-23,DF,9,1,3055149,31.68422
2020-04-24,DF,44,0,3055149,33.12441
2020-04-25,DF,8,1,3055149,33.38626
2020-04-26,DF,105,0,3055149,36.82308
2020-04-27,DF,64,1,3055149,38.91791
2020-04-28,DF,41,0,3055149,40.2599
2020-04-29,DF,83,0,3055149,42.97663
2020-04-30,DF,110,2,3055149,46.57711
2020-05-01,DF,123,1,3055149,50.6031
2020-05-02,DF,59,1,3055149,52.53426
2020-05-03,DF,115,1,3055149,56.2984
2020-05-04,DF,73,0,3055149,58.68781
2020-05-05,DF,44,1,3055149,60.128
2020-05-06,DF,209,1,3055149,66.96891
2020-05-07,DF,212,0,3055149,73.90802
2020-05-08,DF,184,2,3055149,79.93064
2020-05-09,DF,134,2,3055149,84.31667
2020-05-10,DF,106,3,3055149,87.78623
2020-05-11,DF,117,2,3055149,91.61583
2020-05-12,DF,180,2,3055149,97.50752
2020-05-13,DF,213,2,3055149,104.47936
2020-05-14,DF,224,3,3055149,111.81124
2020-05-15,DF,371,4,3055149,123.95467
2020-05-16,DF,353,1,3055149,135.50894
2020-05-17,DF,228,2,3055149,142.97175
2020-05-18,DF,250,8,3055149,151.15466
2020-05-19,DF,235,6,3055149,158.84659
2020-05-20,DF,418,6,3055149,172.52841
2020-05-21,DF,271,6,3055149,181.39868
2020-05-22,DF,406,6,3055149,194.68772
2020-05-23,DF,300,5,3055149,204.50721
2020-05-24,DF,390,9,3055149,217.27255
2020-05-25,DF,292,10,3055149,226.83018
2020-05-26,DF,280,10,3055149,235.99504
2020-05-27,DF,551,9,3055149,254.03016
2020-05-28,DF,539,9,3055149,271.67251
2020-05-29,DF,422,12,3055149,285.48526
2020-05-30,DF,752,8,3055149,310.09944
2020-05-31,DF,306,8,3055149,320.11532
2020-06-01,DF,730,3,3055149,344.00941
2020-06-02,DF,746,4,3055149,368.4272
2020-06-03,DF,764,14,3055149,393.43417
2020-06-04,DF,903,5,3055149,422.99083
2020-06-05,DF,1285,6,3055149,465.05097
2020-06-06,DF,1642,6,3055149,518.7963
2020-06-07,DF,773,6,3055149,544.09785
2020-06-08,DF,325,12,3055149,554.73563
2020-06-09,DF,1142,10,3055149,592.11515
2020-06-10,DF,1343,20,3055149,636.07372
2020-06-11,DF,1074,18,3055149,671.22749
2020-06-12,DF,889,8,3055149,700.32591
2020-06-13,DF,563,11,3055149,718.75382
2020-06-14,DF,912,11,3055149,748.60506
2020-06-15,DF,813,15,3055149,775.21587
2020-06-16,DF,1696,29,3055149,830.72871
2020-06-17,DF,1760,17,3055149,888.33638
2020-06-18,DF,1381,14,3055149,933.53876
2020-06-19,DF,2381,17,3055149,1011.47276
2020-06-20,DF,1336,9,3055149,1055.20222
2020-06-21,DF,989,18,3055149,1087.5738
2020-06-22,DF,921,26,3055149,1117.71963
2020-06-23,DF,1220,26,3055149,1157.65221
2020-06-24,DF,1886,20,3055149,1219.38406
2020-06-25,DF,1617,14,3055149,1272.3111
2020-06-26,DF,2455,23,3055149,1352.66725
2020-06-27,DF,1440,5,3055149,1399.8008
2020-06-28,DF,2139,11,3055149,1469.81375
2020-06-29,DF,2166,11,3055149,1540.71045
2020-06-30,DF,2147,28,3055149,1610.98526
2020-07-01,DF,1458,33,3055149,1658.70797
2020-07-02,DF,1605,11,3055149,1711.24223
2020-07-03,DF,1715,12,3055149,1767.37698
2020-07-04,DF,1764,28,3055149,1825.11557
2020-07-05,DF,2094,28,3055149,1893.6556
2020-07-06,DF,2529,27,3055149,1976.43388
2020-07-07,DF,2311,41,3055149,2052.07667
2020-07-08,DF,1620,34,3055149,2105.10191
2020-07-09,DF,1363,22,3055149,2149.71512
2020-07-10,DF,1620,33,3055149,2202.74036
2020-07-11,DF,1109,15,3055149,2239.03973
2020-07-12,DF,2306,31,3055149,2314.51887
2020-07-13,DF,1572,28,3055149,2365.97299
2020-07-14,DF,1370,30,3055149,2410.81532
2020-07-15,DF,1725,41,3055149,2467.27737
2020-07-16,DF,2242,36,3055149,2540.66168
2020-07-17,DF,1779,23,3055149,2598.89125
2020-07-18,DF,1763,15,3055149,2656.59711
2020-07-19,DF,1249,10,3055149,2697.47891
2020-07-20,DF,1875,27,3055149,2758.85071
2020-07-21,DF,1789,46,3055149,2817.4076
2020-07-22,DF,1725,18,3055149,2873.86965
2020-07-23,DF,2222,42,3055149,2946.59933
2020-07-24,DF,2391,26,3055149,3024.86065
2020-07-25,DF,1773,31,3055149,3082.89383
2020-07-26,DF,2145,33,3055149,3153.10317
2020-07-27,DF,2148,31,3055149,3223.41071
2020-07-28,DF,2246,52,3055149,3296.92594
2020-07-29,DF,1616,28,3055149,3349.82025
2020-07-30,DF,2100,25,3055149,3418.55667
2020-07-31,DF,1850,25,3055149,3479.11018
2020-08-01,DF,1630,21,3055149,3532.46274
2020-08-02,DF,2106,33,3055149,3601.39555
2020-08-03,DF,2016,23,3055149,3667.38251
2020-08-04,DF,1880,26,3055149,3728.91797
2020-08-05,DF,2042,33,3055149,3795.75595
2020-08-06,DF,2034,46,3055149,3862.33208
2020-08-07,DF,1903,31,3055149,3924.62037
2020-08-08,DF,1921,30,3055149,3987.49783
2020-08-09,DF,1233,19,3055149,4027.85592
2020-08-10,DF,3012,31,3055149,4126.44359
2020-08-11,DF,1415,53,3055149,4172.75884
2020-08-12,DF,1700,55,3055149,4228.40261
2020-08-13,DF,1986,35,3055149,4293.40762
2020-08-14,DF,1996,30,3055149,4358.73995
2020-08-15,DF,1848,23,3055149,4419.228
2020-08-16,DF,1453,18,3055149,4466.78705
2020-08-17,DF,2268,66,3055149,4541.02239
2020-08-18,DF,1435,55,3055149,4587.99227
2020-08-19,DF,1592,51,3055149,4640.10102
2020-08-20,DF,1997,52,3055149,4705.46608
2020-08-21,DF,1693,42,3055149,4760.88073
2020-08-22,DF,1675,15,3055149,4815.70621
2020-08-23,DF,1871,17,3055149,4876.94708
2020-08-24,DF,1521,42,3055149,4926.73189
2020-08-25,DF,3171,28,3055149,5030.52388
2020-08-26,DF,1563,55,3055149,5081.68341
2020-08-27,DF,1610,26,3055149,5134.38133
2020-08-28,DF,1317,15,3055149,5177.48889
2020-08-29,DF,1346,10,3055149,5221.54566
2020-08-30,DF,1270,19,3055149,5263.11483
2020-08-31,DF,1246,52,3055149,5303.89844
2020-09-01,DF,1456,52,3055149,5351.55569
2020-09-02,DF,1151,36,3055149,5389.22979
2020-09-03,DF,1254,32,3055149,5430.27525
2020-09-04,DF,1297,40,3055149,5472.72817
2020-09-05,DF,1405,19,3055149,5518.71611
2020-09-06,DF,1012,10,3055149,5551.84052
2020-09-07,DF,1189,10,3055149,5590.75842
2020-09-08,DF,933,43,3055149,5621.29703
2020-09-09,DF,969,50,3055149,5653.01398
2020-09-10,DF,923,30,3055149,5683.22527
2020-09-11,DF,918,24,3055149,5713.2729
2020-09-12,DF,1097,16,3055149,5749.1795
2020-09-13,DF,1191,16,3055149,5788.16287
2020-09-14,DF,1084,31,3055149,5823.64395
2020-09-15,DF,826,40,3055149,5850.68028
2020-09-16,DF,1076,30,3055149,5885.89951
2020-09-17,DF,1021,22,3055149,5919.3185
2020-09-18,DF,1075,15,3055149,5954.505
2020-09-19,DF,1177,11,3055149,5993.03013
2020-09-20,DF,653,14,3055149,6014.40388
2020-09-21,DF,806,35,3055149,6040.78557
2020-09-22,DF,794,34,3055149,6066.77448
2020-09-23,DF,705,17,3055149,6089.85028
2020-09-24,DF,891,16,3055149,6119.01416
2020-09-25,DF,950,11,3055149,6150.10921
2020-09-26,DF,713,8,3055149,6173.44686
2020-09-27,DF,905,5,3055149,6203.06898
2020-09-28,DF,992,15,3055149,6235.53876
2020-09-29,DF,812,21,3055149,6262.11684
2020-09-30,DF,928,31,3055149,6292.49179
2020-10-01,DF,882,21,3055149,6321.36109
2020-10-02,DF,915,15,3055149,6351.31053
2020-10-03,DF,741,18,3055149,6375.56466
2020-10-04,DF,630,16,3055149,6396.18559
2020-10-05,DF,554,21,3055149,6414.31891
2020-10-06,DF,820,18,3055149,6441.15884
2020-10-07,DF,582,14,3055149,6460.20865
2020-10-08,DF,823,13,3055149,6487.14678
2020-10-09,DF,615,7,3055149,6507.27673
2020-10-10,DF,762,14,3055149,6532.21823
2020-10-11,DF,466,12,3055149,6547.47117
2020-10-12,DF,377,15,3055149,6559.81099
2020-10-13,DF,818,27,3055149,6586.58547
2020-10-14,DF,828,22,3055149,6613.68725
2020-10-15,DF,728,11,3055149,6637.51588
2020-10-16,DF,790,27,3055149,6663.37386
2020-10-17,DF,728,13,3055149,6687.20249
2020-10-18,DF,653,6,3055149,6708.57624
2020-10-19,DF,752,16,3055149,6733.19043
2020-10-20,DF,556,14,3055149,6751.38921
2020-10-21,DF,802,12,3055149,6777.63998
2020-10-22,DF,603,13,3055149,6797.37715
2020-10-23,DF,565,13,3055149,6815.87052
2020-10-24,DF,526,10,3055149,6833.08736
2020-10-25,DF,608,10,3055149,6852.98818
2020-10-26,DF,776,8,3055149,6878.38793
2020-10-27,DF,629,12,3055149,6898.97612
2020-10-28,DF,668,8,3055149,6920.84085
2020-10-29,DF,698,9,3055149,6943.68753
2020-10-30,DF,622,6,3055149,6964.0466
2020-10-31,DF,483,7,3055149,6979.85597
2020-11-01,DF,211,5,3055149,6986.76235
2020-11-02,DF,180,7,3055149,6992.65404
2020-11-03,DF,566,12,3055149,7011.18014
2020-11-04,DF,453,12,3055149,7026.00757
2020-11-05,DF,300,9,3055149,7035.82706
2020-11-06,DF,471,5,3055149,7051.24365
2020-11-07,DF,424,7,3055149,7065.12186
2020-11-08,DF,539,12,3055149,7082.76421
2020-11-09,DF,472,7,3055149,7098.21354
2020-11-10,DF,509,16,3055149,7114.87394
2020-11-11,DF,423,13,3055149,7128.71942
2020-11-12,DF,686,9,3055149,7151.17331
2020-11-13,DF,533,11,3055149,7168.61927
2020-11-14,DF,700,5,3055149,7191.53141
2020-11-15,DF,280,4,3055149,7200.69627
2020-11-16,DF,411,8,3055149,7214.14897
2020-11-17,DF,628,12,3055149,7234.70443
2020-11-18,DF,495,8,3055149,7250.90658
2020-11-19,DF,756,7,3055149,7275.65169
2020-11-20,DF,554,5,3055149,7293.78502
2020-11-21,DF,542,5,3055149,7311.52556
2020-11-22,DF,280,5,3055149,7320.69041
2020-11-23,DF,859,15,3055149,7348.80688
2020-11-24,DF,496,16,3055149,7365.04177
2020-11-25,DF,860,8,3055149,7393.19097
2020-11-26,DF,824,4,3055149,7420.16183
2020-11-27,DF,884,5,3055149,7449.09659
2020-11-28,DF,494,5,3055149,7465.26601
2020-11-29,DF,627,5,3055149,7485.78875
2020-11-30,DF,444,5,3055149,7500.32159
2020-12-01,DF,976,9,3055149,7532.26766
2020-12-02,DF,783,16,3055149,7557.89652
2020-12-03,DF,521,7,3055149,7574.9497
2020-12-04,DF,1355,6,3055149,7619.30106
2020-12-05,DF,595,10,3055149,7638.77637
2020-12-06,DF,355,7,3055149,7650.3961
2020-12-07,DF,645,16,3055149,7671.508
2020-12-08,DF,1104,10,3055149,7707.64372
2020-12-09,DF,842,21,3055149,7735.20375
2020-12-10,DF,792,11,3055149,7761.1272
2020-12-11,DF,831,8,3055149,7788.32718
2020-12-12,DF,689,8,3055149,7810.87927
2020-12-13,DF,462,7,3055149,7826.00129
2020-12-14,DF,1036,20,3055149,7859.91125
2020-12-15,DF,737,9,3055149,7884.03446
2020-12-16,DF,531,12,3055149,7901.41496
2020-12-17,DF,899,16,3055149,7930.84069
2020-12-18,DF,913,9,3055149,7960.72467
2020-12-19,DF,622,6,3055149,7981.08374
2020-12-20,DF,409,7,3055149,7994.47097
2020-12-21,DF,1000,11,3055149,8027.2026
2020-12-22,DF,629,13,3055149,8047.7908
2020-12-23,DF,525,12,3055149,8064.9749
2020-12-24,DF,552,7,3055149,8083.04276
2020-12-25,DF,329,4,3055149,8093.81146
2020-12-26,DF,650,6,3055149,8115.08702
2020-12-27,DF,615,3,3055149,8135.21697
2020-12-28,DF,1193,22,3055149,8174.26581
2020-12-29,DF,721,18,3055149,8197.86531
2020-12-30,DF,678,7,3055149,8220.05735
2020-12-31,DF,566,11,3055149,8238.58345
2021-01-01,DF,376,4,3055149,8250.89055
2021-01-02,DF,797,5,3055149,8276.97765
2021-01-03,DF,481,1,3055149,8292.72157
2021-01-04,DF,955,20,3055149,8323.98027
2021-01-05,DF,1565,39,3055149,8375.20527
2021-01-06,DF,0,0,3055149,8375.20527
2021-01-07,DF,807,9,3055149,8401.61969
2021-01-08,DF,673,8,3055149,8423.64808
2021-01-09,DF,798,6,3055149,8449.76792
2021-01-10,DF,658,5,3055149,8471.30533
2021-01-11,DF,986,12,3055149,8503.57871
2021-01-12,DF,1000,7,3055149,8536.31034
2021-01-13,DF,659,13,3055149,8557.88048
2021-01-14,DF,766,11,3055149,8582.95291
2021-01-15,DF,706,7,3055149,8606.06144
2021-01-16,DF,828,6,3055149,8633.16323
2021-01-17,DF,471,9,3055149,8648.57982
2021-01-18,DF,1047,6,3055149,8682.84984
2021-01-19,DF,612,9,3055149,8702.88159
2021-01-20,DF,620,6,3055149,8723.1752
2021-01-21,DF,834,10,3055149,8750.47338
2021-01-22,DF,1054,8,3055149,8784.97252
2021-01-23,DF,956,8,3055149,8816.26395
2021-01-24,DF,821,8,3055149,8843.13662
2021-01-25,DF,1148,14,3055149,8880.71253
2021-01-26,DF,1056,15,3055149,8915.27713
2021-01-27,DF,1052,3,3055149,8949.7108
2021-01-28,DF,1174,11,3055149,8988.13773
2021-01-29,DF,1087,14,3055149,9023.71701
2021-01-30,DF,884,12,3055149,9052.65177
2021-01-31,DF,538,9,3055149,9070.26138
2021-02-01,DF,797,10,3055149,9096.34849
2021-02-02,DF,409,9,3055149,9109.73573
2021-02-03,DF,656,9,3055149,9131.20768
2021-02-04,DF,430,9,3055149,9145.28228
2021-02-05,DF,624,9,3055149,9165.70681
2021-02-06,DF,573,8,3055149,9184.46203
2021-02-07,DF,403,10,3055149,9197.65288
2021-02-08,DF,544,13,3055149,9215.45889
2021-02-09,DF,525,10,3055149,9232.64299
2021-02-10,DF,578,8,3055149,9251.56187
2021-02-11,DF,545,11,3055149,9269.40061
2021-02-12,DF,512,11,3055149,9286.1592
2021-02-13,DF,595,9,3055149,9305.63452
2021-02-14,DF,537,8,3055149,9323.2114
2021-02-15,DF,738,9,3055149,9347.36735
2021-02-16,DF,561,11,3055149,9365.72979
2021-02-17,DF,583,10,3055149,9384.81233
2021-02-18,DF,645,10,3055149,9405.92423
2021-02-19,DF,864,10,3055149,9434.20435
2021-02-20,DF,748,9,3055149,9458.68761
2021-02-21,DF,843,10,3055149,9486.28037
2021-02-22,DF,951,9,3055149,9517.40815
2021-02-23,DF,582,9,3055149,9536.45796
2021-02-24,DF,1361,16,3055149,9581.00571
2021-02-25,DF,1068,14,3055149,9615.96308
2021-02-26,DF,1129,14,3055149,9652.91709
2021-02-27,DF,704,12,3055149,9675.96016
2021-02-28,DF,1079,7,3055149,9711.27758
2021-03-01,DF,2142,27,3055149,9781.38873
2021-03-02,DF,563,22,3055149,9799.81664
2021-03-03,DF,1520,13,3055149,9849.56871
2021-03-04,DF,1266,18,3055149,9891.00695
2021-03-05,DF,1500,15,3055149,9940.10439
2021-03-06,DF,1692,17,3055149,9995.48631
2021-03-07,DF,874,12,3055149,10024.09375
2021-03-08,DF,2288,17,3055149,10098.98372
2021-03-09,DF,1008,23,3055149,10131.9772
2021-03-10,DF,1551,25,3055149,10182.74395
2021-03-11,DF,1858,21,3055149,10243.55932
2021-03-12,DF,1565,34,3055149,10294.78431
2021-03-13,DF,1660,15,3055149,10349.11882
2021-03-14,DF,1699,19,3055149,10404.72985
2021-03-15,DF,2056,29,3055149,10472.02608
2021-03-16,DF,1428,31,3055149,10518.76684
2021-03-17,DF,1322,30,3055149,10562.03805
2021-03-18,DF,1890,68,3055149,10623.90083
2021-03-19,DF,1507,47,3055149,10673.22739
2021-03-20,DF,1739,34,3055149,10730.14769
2021-03-21,DF,1080,27,3055149,10765.49785
2021-03-22,DF,1854,59,3055149,10826.18229
2021-03-23,DF,1397,62,3055149,10871.90838
2021-03-24,DF,1195,50,3055149,10911.02267
2021-03-25,DF,1805,57,3055149,10970.10326
2021-03-26,DF,2141,64,3055149,11040.18167
2021-03-27,DF,1636,43,3055149,11093.73062
2021-03-28,DF,1236,40,3055149,11134.18691
2021-03-29,DF,1592,61,3055149,11186.29566
2021-03-30,DF,1353,94,3055149,11230.58155
2021-03-31,DF,1253,117,3055149,11271.59428
2020-03-05,ES,1,0,4064052,0.02461
2020-03-06,ES,0,0,4064052,0.02461
2020-03-07,ES,0,0,4064052,0.02461
2020-03-08,ES,0,0,4064052,0.02461
2020-03-09,ES,0,0,4064052,0.02461
2020-03-10,ES,0,0,4064052,0.02461
2020-03-11,ES,0,0,4064052,0.02461
2020-03-12,ES,1,0,4064052,0.04921
2020-03-13,ES,0,0,4064052,0.04921
2020-03-14,ES,2,0,4064052,0.09842
2020-03-15,ES,0,0,4064052,0.09842
2020-03-16,ES,4,0,4064052,0.19685
2020-03-17,ES,0,0,4064052,0.19685
2020-03-18,ES,3,0,4064052,0.27067
2020-03-19,ES,2,0,4064052,0.31988
2020-03-20,ES,3,0,4064052,0.3937
2020-03-21,ES,10,0,4064052,0.63976
2020-03-22,ES,0,0,4064052,0.63976
2020-03-23,ES,7,0,4064052,0.812
2020-03-24,ES,7,0,4064052,0.98424
2020-03-25,ES,0,0,4064052,0.98424
2020-03-26,ES,8,0,4064052,1.18109
2020-03-27,ES,6,0,4064052,1.32872
2020-03-28,ES,7,0,4064052,1.50097
2020-03-29,ES,11,0,4064052,1.77163
2020-03-30,ES,13,0,4064052,2.09151
2020-03-31,ES,12,0,4064052,2.38678
2020-04-01,ES,23,0,4064052,2.95272
2020-04-02,ES,19,2,4064052,3.42023
2020-04-03,ES,14,3,4064052,3.76472
2020-04-04,ES,13,1,4064052,4.08459
2020-04-05,ES,28,0,4064052,4.77356
2020-04-06,ES,15,0,4064052,5.14265
2020-04-07,ES,18,0,4064052,5.58556
2020-04-08,ES,46,0,4064052,6.71743
2020-04-09,ES,27,1,4064052,7.3818
2020-04-10,ES,49,1,4064052,8.58749
2020-04-11,ES,34,1,4064052,9.42409
2020-04-12,ES,47,5,4064052,10.58057
2020-04-13,ES,33,3,4064052,11.39257
2020-04-14,ES,94,1,4064052,13.70553
2020-04-15,ES,177,3,4064052,18.06079
2020-04-16,ES,201,7,4064052,23.0066
2020-04-17,ES,17,0,4064052,23.4249
2020-04-18,ES,147,2,4064052,27.04198
2020-04-19,ES,96,4,4064052,29.40415
2020-04-20,ES,17,0,4064052,29.82245
2020-04-21,ES,101,0,4064052,32.30766
2020-04-22,ES,38,3,4064052,33.24268
2020-04-23,ES,102,6,4064052,35.7525
2020-04-24,ES,212,4,4064052,40.96896
2020-04-25,ES,46,5,4064052,42.10084
2020-04-26,ES,108,5,4064052,44.75829
2020-04-27,ES,125,6,4064052,47.83403
2020-04-28,ES,220,14,4064052,53.24735
2020-04-29,ES,374,7,4064052,62.44999
2020-04-30,ES,150,9,4064052,66.14089
2020-05-01,ES,225,8,4064052,71.67723
2020-05-02,ES,191,3,4064052,76.37698
2020-05-03,ES,104,11,4064052,78.936
2020-05-04,ES,143,8,4064052,82.45465
2020-05-05,ES,189,10,4064052,87.10518
2020-05-06,ES,174,13,4064052,91.38663
2020-05-07,ES,274,11,4064052,98.12867
2020-05-08,ES,254,8,4064052,104.37859
2020-05-09,ES,170,7,4064052,108.5616
2020-05-10,ES,187,9,4064052,113.16292
2020-05-11,ES,220,15,4064052,118.57624
2020-05-12,ES,268,16,4064052,125.17064
2020-05-13,ES,314,21,4064052,132.89692
2020-05-14,ES,412,16,4064052,143.03459
2020-05-15,ES,385,11,4064052,152.50789
2020-05-16,ES,397,11,4064052,162.27647
2020-05-17,ES,149,14,4064052,165.94276
2020-05-18,ES,413,17,4064052,176.10503
2020-05-19,ES,536,23,4064052,189.29384
2020-05-20,ES,802,21,4064052,209.02784
2020-05-21,ES,383,17,4064052,218.45193
2020-05-22,ES,642,34,4064052,234.24897
2020-05-23,ES,398,20,4064052,244.04215
2020-05-24,ES,89,30,4064052,246.23209
2020-05-25,ES,358,18,4064052,255.04103
2020-05-26,ES,524,22,4064052,267.93456
2020-05-27,ES,595,24,4064052,282.57512
2020-05-28,ES,719,27,4064052,300.26683
2020-05-29,ES,700,22,4064052,317.49102
2020-05-30,ES,534,23,4064052,330.63061
2020-05-31,ES,253,21,4064052,336.85593
2020-06-01,ES,595,24,4064052,351.49649
2020-06-02,ES,866,36,4064052,372.80527
2020-06-03,ES,970,34,4064052,396.67307
2020-06-04,ES,773,39,4064052,415.6935
2020-06-05,ES,1215,43,4064052,445.58977
2020-06-06,ES,841,26,4064052,466.2834
2020-06-07,ES,669,26,4064052,482.74481
2020-06-08,ES,1040,39,4064052,508.33503
2020-06-09,ES,1305,33,4064052,540.44584
2020-06-10,ES,1427,33,4064052,575.55858
2020-06-11,ES,1037,29,4064052,601.07499
2020-06-12,ES,1074,33,4064052,627.50181
2020-06-13,ES,509,29,4064052,640.02626
2020-06-14,ES,458,27,4064052,651.2958
2020-06-15,ES,1183,32,4064052,680.40468
2020-06-16,ES,1378,45,4064052,714.31173
2020-06-17,ES,1477,47,4064052,750.65477
2020-06-18,ES,1265,44,4064052,781.78134
2020-06-19,ES,1460,44,4064052,817.70607
2020-06-20,ES,1006,30,4064052,842.45969
2020-06-21,ES,628,31,4064052,857.91225
2020-06-22,ES,1281,59,4064052,889.43252
2020-06-23,ES,680,38,4064052,906.16459
2020-06-24,ES,1656,38,4064052,946.9121
2020-06-25,ES,1923,27,4064052,994.2294
2020-06-26,ES,1246,17,4064052,1024.88846
2020-06-27,ES,0,0,4064052,1024.88846
2020-06-28,ES,2031,59,4064052,1074.86322
2020-06-29,ES,1414,54,4064052,1109.65608
2020-06-30,ES,1796,27,4064052,1153.84843
2020-07-01,ES,1928,45,4064052,1201.28876
2020-07-02,ES,1421,35,4064052,1236.25387
2020-07-03,ES,1447,31,4064052,1271.85873
2020-07-04,ES,1135,23,4064052,1299.78652
2020-07-05,ES,569,22,4064052,1313.78732
2020-07-06,ES,1154,33,4064052,1342.18263
2020-07-07,ES,2156,43,4064052,1395.23313
2020-07-08,ES,2138,33,4064052,1447.84073
2020-07-09,ES,1168,17,4064052,1476.58052
2020-07-10,ES,1352,38,4064052,1509.84781
2020-07-11,ES,1032,28,4064052,1535.24118
2020-07-12,ES,480,15,4064052,1547.05206
2020-07-13,ES,1008,30,4064052,1571.85489
2020-07-14,ES,1332,42,4064052,1604.63006
2020-07-15,ES,1139,14,4064052,1632.65628
2020-07-16,ES,1766,40,4064052,1676.11044
2020-07-17,ES,1345,38,4064052,1709.20549
2020-07-18,ES,668,28,4064052,1725.64229
2020-07-19,ES,478,20,4064052,1737.40395
2020-07-20,ES,1094,34,4064052,1764.3229
2020-07-21,ES,902,24,4064052,1786.5175
2020-07-22,ES,1150,28,4064052,1814.81438
2020-07-23,ES,855,33,4064052,1835.85249
2020-07-24,ES,1244,32,4064052,1866.46234
2020-07-25,ES,744,13,4064052,1884.76919
2020-07-26,ES,603,25,4064052,1899.6066
2020-07-27,ES,979,26,4064052,1923.69586
2020-07-28,ES,1288,25,4064052,1955.38837
2020-07-29,ES,1179,28,4064052,1984.39882
2020-07-30,ES,1239,24,4064052,2014.88564
2020-07-31,ES,1406,30,4064052,2049.48165
2020-08-01,ES,522,21,4064052,2062.32597
2020-08-02,ES,441,13,4064052,2073.17721
2020-08-03,ES,960,22,4064052,2096.79896
2020-08-04,ES,994,27,4064052,2121.25731
2020-08-05,ES,1034,19,4064052,2146.69989
2020-08-06,ES,1300,20,4064052,2178.68767
2020-08-07,ES,1380,32,4064052,2212.64393
2020-08-08,ES,1223,22,4064052,2242.73705
2020-08-09,ES,645,15,4064052,2258.60791
2020-08-10,ES,1278,29,4064052,2290.05436
2020-08-11,ES,1409,19,4064052,2324.72419
2020-08-12,ES,1275,21,4064052,2356.09682
2020-08-13,ES,1196,19,4064052,2385.52558
2020-08-14,ES,1157,26,4064052,2413.9947
2020-08-15,ES,659,14,4064052,2430.21005
2020-08-16,ES,815,11,4064052,2450.26392
2020-08-17,ES,1279,33,4064052,2481.73498
2020-08-18,ES,1015,30,4064052,2506.71005
2020-08-19,ES,1216,26,4064052,2536.63093
2020-08-20,ES,1079,16,4064052,2563.18079
2020-08-21,ES,819,23,4064052,2583.33309
2020-08-22,ES,645,13,4064052,2599.20395
2020-08-23,ES,255,11,4064052,2605.47847
2020-08-24,ES,606,19,4064052,2620.3897
2020-08-25,ES,697,23,4064052,2637.54007
2020-08-26,ES,718,18,4064052,2655.20717
2020-08-27,ES,753,19,4064052,2673.73547
2020-08-28,ES,831,12,4064052,2694.18305
2020-08-29,ES,532,12,4064052,2707.27343
2020-08-30,ES,326,6,4064052,2715.29498
2020-08-31,ES,912,23,4064052,2737.73564
2020-09-01,ES,809,26,4064052,2757.64188
2020-09-02,ES,755,20,4064052,2776.2194
2020-09-03,ES,932,17,4064052,2799.15218
2020-09-04,ES,941,14,4064052,2822.30641
2020-09-05,ES,472,7,4064052,2833.92043
2020-09-06,ES,0,0,4064052,2833.92043
2020-09-07,ES,621,26,4064052,2849.20075
2020-09-08,ES,785,18,4064052,2868.51645
2020-09-09,ES,692,12,4064052,2885.54379
2020-09-10,ES,868,16,4064052,2906.90178
2020-09-11,ES,676,18,4064052,2923.53543
