date,Sigla,new_cases,new_deaths,Populacao,total_cases_per_million
2020-03-17,AC,3,0,894470,0.33539
2020-03-18,AC,0,0,894470,0.33539
2020-03-19,AC,1,0,894470,0.44719
2020-03-20,AC,3,0,894470,0.78259
2020-03-21,AC,4,0,894470,1.22978
2020-03-22,AC,0,0,894470,1.22978
2020-03-23,AC,6,0,894470,1.90057
2020-03-24,AC,4,0,894470,2.34776
2020-03-25,AC,2,0,894470,2.57136
2020-03-26,AC,0,0,894470,2.57136
2020-03-27,AC,2,0,894470,2.79495
2020-03-28,AC,0,0,894470,2.79495
2020-03-29,AC,9,0,894470,3.80113
2020-03-30,AC,7,0,894470,4.58372
2020-03-31,AC,1,0,894470,4.69552
2020-04-01,AC,1,0,894470,4.80732
2020-04-02,AC,2,0,894470,5.03091
2020-04-03,AC,1,0,894470,5.14271
2020-04-04,AC,0,0,894470,5.14271
2020-04-05,AC,2,0,894470,5.36631
2020-04-06,AC,2,1,894470,5.5899
2020-04-07,AC,0,1,894470,5.5899
2020-04-08,AC,8,0,894470,6.48429
2020-04-09,AC,4,0,894470,6.93148
2020-04-10,AC,8,0,894470,7.82586
2020-04-11,AC,2,0,894470,8.04946
2020-04-12,AC,5,0,894470,8.60845
2020-04-13,AC,13,1,894470,10.06182
2020-04-14,AC,9,0,894470,11.06801
2020-04-15,AC,2,1,894470,11.2916
2020-04-16,AC,14,1,894470,12.85678
2020-04-17,AC,20,0,894470,15.09274
2020-04-18,AC,7,1,894470,15.87532
2020-04-19,AC,21,0,894470,18.22308
2020-04-20,AC,13,2,894470,19.67646
2020-04-21,AC,19,0,894470,21.80062
2020-04-22,AC,19,0,894470,23.92478
2020-04-23,AC,13,2,894470,25.37816
2020-04-24,AC,7,1,894470,26.16074
2020-04-25,AC,24,0,894470,28.8439
2020-04-26,AC,21,0,894470,31.19166
2020-04-27,AC,22,3,894470,33.65121
2020-04-28,AC,16,2,894470,35.43998
2020-04-29,AC,37,2,894470,39.57651
2020-04-30,AC,50,1,894470,45.16641
2020-05-01,AC,83,0,894470,54.44565
2020-05-02,AC,66,3,894470,61.82432
2020-05-03,AC,105,3,894470,73.56312
2020-05-04,AC,75,3,894470,81.94797
2020-05-05,AC,84,1,894470,91.33901
2020-05-06,AC,126,6,894470,105.42556
2020-05-07,AC,71,1,894470,113.36322
2020-05-08,AC,163,2,894470,131.5863
2020-05-09,AC,158,2,894470,149.25039
2020-05-10,AC,112,1,894470,161.77178
2020-05-11,AC,13,3,894470,163.22515
2020-05-12,AC,130,7,894470,177.7589
2020-05-13,AC,104,1,894470,189.38589
2020-05-14,AC,46,3,894470,194.5286
2020-05-15,AC,45,2,894470,199.55952
2020-05-16,AC,82,2,894470,208.72696
2020-05-17,AC,129,3,894470,223.1489
2020-05-18,AC,238,5,894470,249.75684
2020-05-19,AC,248,6,894470,277.48276
2020-05-20,AC,335,2,894470,314.9351
2020-05-21,AC,286,3,894470,346.90934
2020-05-22,AC,240,2,894470,373.74087
2020-05-23,AC,524,7,894470,432.32305
2020-05-24,AC,293,5,894470,465.07988
2020-05-25,AC,341,5,894470,503.20301
2020-05-26,AC,280,8,894470,534.50647
2020-05-27,AC,470,8,894470,587.05155
2020-05-28,AC,349,9,894470,626.06907
2020-05-29,AC,241,13,894470,653.0124
2020-05-30,AC,231,7,894470,678.83775
2020-05-31,AC,147,6,894470,695.27206
2020-06-01,AC,107,13,894470,707.23445
2020-06-02,AC,139,4,894470,722.77438
2020-06-03,AC,214,6,894470,746.69916
2020-06-04,AC,342,10,894470,784.9341
2020-06-05,AC,263,9,894470,814.33698
2020-06-06,AC,241,11,894470,841.28031
2020-06-07,AC,458,6,894470,892.48382
2020-06-08,AC,144,4,894470,908.58274
2020-06-09,AC,330,12,894470,945.47609
2020-06-10,AC,289,14,894470,977.78573
2020-06-11,AC,345,8,894470,1016.35605
2020-06-12,AC,204,9,894470,1039.16286
2020-06-13,AC,239,2,894470,1065.88259
2020-06-14,AC,108,3,894470,1077.95678
2020-06-15,AC,129,6,894470,1092.37873
2020-06-16,AC,232,6,894470,1118.31587
2020-06-17,AC,336,10,894470,1155.88002
2020-06-18,AC,325,6,894470,1192.21438
2020-06-19,AC,323,5,894470,1228.32515
2020-06-20,AC,276,5,894470,1259.18141
2020-06-21,AC,118,3,894470,1272.37358
2020-06-22,AC,158,5,894470,1290.03768
2020-06-23,AC,271,16,894470,1320.33495
2020-06-24,AC,212,5,894470,1344.03613
2020-06-25,AC,282,9,894470,1375.56318
2020-06-26,AC,340,8,894470,1413.57452
2020-06-27,AC,269,8,894470,1443.64819
2020-06-28,AC,145,2,894470,1459.85891
2020-06-29,AC,88,8,894470,1469.69714
2020-06-30,AC,107,4,894470,1481.65953
2020-07-01,AC,462,5,894470,1533.31023
2020-07-02,AC,333,8,894470,1570.53898
2020-07-03,AC,64,9,894470,1577.69405
2020-07-04,AC,375,4,894470,1619.61832
2020-07-05,AC,135,0,894470,1634.71106
2020-07-06,AC,66,3,894470,1642.08973
2020-07-07,AC,253,5,894470,1670.37464
2020-07-08,AC,226,5,894470,1695.64099
2020-07-09,AC,298,7,894470,1728.95681
2020-07-10,AC,303,6,894470,1762.83162
2020-07-11,AC,312,2,894470,1797.71261
2020-07-12,AC,110,7,894470,1810.0104
2020-07-13,AC,70,4,894470,1817.83626
2020-07-14,AC,219,6,894470,1842.32003
2020-07-15,AC,193,10,894470,1863.89706
2020-07-16,AC,193,1,894470,1885.47408
2020-07-17,AC,100,5,894470,1896.65388
2020-07-18,AC,237,5,894470,1923.15002
2020-07-19,AC,93,3,894470,1933.54724
2020-07-20,AC,167,5,894470,1952.21751
2020-07-21,AC,238,4,894470,1978.82545
2020-07-22,AC,279,1,894470,2010.01711
2020-07-23,AC,178,4,894470,2029.91716
2020-07-24,AC,236,6,894470,2056.3015
2020-07-25,AC,264,3,894470,2085.81618
2020-07-26,AC,88,3,894470,2095.65441
2020-07-27,AC,38,7,894470,2099.90274
2020-07-28,AC,349,7,894470,2138.92025
2020-07-29,AC,234,10,894470,2165.081
2020-07-30,AC,207,11,894470,2188.22319
2020-07-31,AC,52,10,894470,2194.03669
2020-08-01,AC,305,4,894470,2228.1351
2020-08-02,AC,36,2,894470,2232.15983
2020-08-03,AC,373,2,894470,2273.8605
2020-08-04,AC,371,6,894470,2315.33757
2020-08-05,AC,323,2,894470,2351.44834
2020-08-06,AC,230,5,894470,2377.16189
2020-08-07,AC,113,4,894470,2389.79507
2020-08-08,AC,122,3,894470,2403.43444
2020-08-09,AC,89,2,894470,2413.38446
2020-08-10,AC,32,1,894470,2416.962
2020-08-11,AC,138,3,894470,2432.39013
2020-08-12,AC,236,4,894470,2458.77447
2020-08-13,AC,249,5,894470,2486.61218
2020-08-14,AC,193,2,894470,2508.18921
2020-08-15,AC,81,0,894470,2517.24485
2020-08-16,AC,32,0,894470,2520.82239
2020-08-17,AC,57,6,894470,2527.19488
2020-08-18,AC,328,8,894470,2563.86463
2020-08-19,AC,213,1,894470,2587.67762
2020-08-20,AC,176,4,894470,2607.35408
2020-08-21,AC,15,3,894470,2609.03105
2020-08-22,AC,328,0,894470,2645.70081
2020-08-23,AC,54,2,894470,2651.7379
2020-08-24,AC,10,4,894470,2652.85588
2020-08-25,AC,207,3,894470,2675.99808
2020-08-26,AC,183,0,894470,2696.45712
2020-08-27,AC,150,0,894470,2713.22683
2020-08-28,AC,193,1,894470,2734.80385
2020-08-29,AC,139,0,894470,2750.34378
2020-08-30,AC,37,1,894470,2754.48031
2020-08-31,AC,9,3,894470,2755.48649
2020-09-01,AC,193,4,894470,2777.06351
2020-09-02,AC,187,2,894470,2797.96975
2020-09-03,AC,108,4,894470,2810.04394
2020-09-04,AC,114,1,894470,2822.78891
2020-09-05,AC,159,1,894470,2840.5648
2020-09-06,AC,35,0,894470,2844.47774
2020-09-07,AC,26,0,894470,2847.38448
2020-09-08,AC,25,6,894470,2850.17944
2020-09-09,AC,174,1,894470,2869.6323
2020-09-10,AC,209,4,894470,2892.99809
2020-09-11,AC,127,1,894470,2907.19644
2020-09-12,AC,144,1,894470,2923.29536
2020-09-13,AC,18,3,894470,2925.30772
2020-09-14,AC,10,0,894470,2926.4257
2020-09-15,AC,111,2,894470,2938.83529
2020-09-16,AC,176,1,894470,2958.51174
2020-09-17,AC,253,3,894470,2986.79665
2020-09-18,AC,226,1,894470,3012.06301
2020-09-19,AC,119,1,894470,3025.36698
2020-09-20,AC,18,1,894470,3027.37934
2020-09-21,AC,27,0,894470,3030.39789
2020-09-22,AC,140,2,894470,3046.04962
2020-09-23,AC,151,1,894470,3062.93112
2020-09-24,AC,159,1,894470,3080.70701
2020-09-25,AC,154,1,894470,3097.92391
2020-09-26,AC,149,2,894470,3114.58182
2020-09-27,AC,15,1,894470,3116.25879
2020-09-28,AC,11,0,894470,3117.48857
2020-09-29,AC,145,0,894470,3133.69929
2020-09-30,AC,192,2,894470,3155.16451
2020-10-01,AC,187,2,894470,3176.07075
2020-10-02,AC,146,3,894470,3192.39326
2020-10-03,AC,107,3,894470,3204.35565
2020-10-04,AC,10,0,894470,3205.47363
2020-10-05,AC,15,0,894470,3207.1506
2020-10-06,AC,118,1,894470,3220.34277
2020-10-07,AC,13,0,894470,3221.79615
2020-10-08,AC,16,1,894470,3223.58492
2020-10-09,AC,183,5,894470,3244.04396
2020-10-10,AC,14,0,894470,3245.60913
2020-10-11,AC,19,0,894470,3247.73329
2020-10-12,AC,13,1,894470,3249.18667
2020-10-13,AC,209,0,894470,3272.55246
2020-10-14,AC,29,1,894470,3275.7946
2020-10-15,AC,105,1,894470,3287.5334
2020-10-16,AC,192,2,894470,3308.99862
2020-10-17,AC,95,0,894470,3319.61944
2020-10-18,AC,25,0,894470,3322.41439
2020-10-19,AC,47,0,894470,3327.6689
2020-10-20,AC,100,3,894470,3338.8487
2020-10-21,AC,60,0,894470,3345.55659
2020-10-22,AC,103,3,894470,3357.07179
2020-10-23,AC,93,1,894470,3367.469
2020-10-24,AC,96,0,894470,3378.20162
2020-10-25,AC,87,1,894470,3387.92805
2020-10-26,AC,13,2,894470,3389.38142
2020-10-27,AC,63,1,894470,3396.4247
2020-10-28,AC,165,1,894470,3414.87138
2020-10-29,AC,93,1,894470,3425.26859
2020-10-30,AC,120,1,894470,3438.68436
2020-10-31,AC,38,0,894470,3442.93269
2020-11-01,AC,155,0,894470,3460.26138
2020-11-02,AC,3,0,894470,3460.59678
2020-11-03,AC,8,2,894470,3461.49116
2020-11-04,AC,256,1,894470,3490.11146
2020-11-05,AC,30,1,894470,3493.4654
2020-11-06,AC,78,0,894470,3502.18565
2020-11-07,AC,249,2,894470,3530.02337
2020-11-08,AC,132,0,894470,3544.78071
2020-11-09,AC,81,2,894470,3553.83635
2020-11-10,AC,138,3,894470,3569.26448
2020-11-11,AC,187,1,894470,3590.17072
2020-11-12,AC,402,2,894470,3635.11353
2020-11-13,AC,146,0,894470,3651.43605
2020-11-14,AC,330,1,894470,3688.3294
2020-11-15,AC,165,0,894470,3706.77608
2020-11-16,AC,139,0,894470,3722.31601
2020-11-17,AC,180,1,894470,3742.43966
2020-11-18,AC,250,0,894470,3770.38917
2020-11-19,AC,251,1,894470,3798.45048
2020-11-20,AC,270,1,894470,3828.63595
2020-11-21,AC,189,2,894470,3849.76578
2020-11-22,AC,191,0,894470,3871.11921
2020-11-23,AC,223,1,894470,3896.05017
2020-11-24,AC,204,1,894470,3918.85698
2020-11-25,AC,135,6,894470,3933.94971
2020-11-26,AC,116,1,894470,3946.91829
2020-11-27,AC,452,0,894470,3997.451
2020-11-28,AC,164,1,894470,4015.78588
2020-11-29,AC,160,0,894470,4033.67357
2020-11-30,AC,179,0,894470,4053.68542
2020-12-01,AC,304,3,894470,4087.67203
2020-12-02,AC,183,1,894470,4108.13107
2020-12-03,AC,153,3,894470,4125.23617
2020-12-04,AC,253,1,894470,4153.52108
2020-12-05,AC,125,1,894470,4167.49584
2020-12-06,AC,44,0,894470,4172.41495
2020-12-07,AC,107,4,894470,4184.37734
2020-12-08,AC,128,1,894470,4198.68749
2020-12-09,AC,116,5,894470,4211.65606
2020-12-10,AC,230,2,894470,4237.36962
2020-12-11,AC,248,3,894470,4265.09553
2020-12-12,AC,213,2,894470,4288.90852
2020-12-13,AC,49,1,894470,4294.38662
2020-12-14,AC,216,3,894470,4318.535
2020-12-15,AC,84,2,894470,4327.92603
2020-12-16,AC,226,1,894470,4353.19239
2020-12-17,AC,228,0,894470,4378.68235
2020-12-18,AC,175,1,894470,4398.24701
2020-12-19,AC,528,1,894470,4457.27638
2020-12-20,AC,127,7,894470,4471.47473
2020-12-21,AC,253,2,894470,4499.75963
2020-12-22,AC,65,2,894470,4507.02651
2020-12-23,AC,85,7,894470,4516.52934
2020-12-24,AC,239,3,894470,4543.24907
2020-12-25,AC,85,1,894470,4552.75191
2020-12-26,AC,13,0,894470,4554.20528
2020-12-27,AC,164,5,894470,4572.54016
2020-12-28,AC,110,4,894470,4584.83795
2020-12-29,AC,222,2,894470,4609.65712
2020-12-30,AC,123,2,894470,4623.40828
2020-12-31,AC,265,2,894470,4653.03476
2021-01-01,AC,69,1,894470,4660.74882
2021-01-02,AC,252,2,894470,4688.92193
2021-01-03,AC,105,4,894470,4700.66073
2021-01-04,AC,71,4,894470,4708.59839
2021-01-05,AC,53,2,894470,4714.52368
2021-01-06,AC,208,6,894470,4737.77768
2021-01-07,AC,100,7,894470,4748.95748
2021-01-08,AC,336,2,894470,4786.52163
2021-01-09,AC,94,0,894470,4797.03064
2021-01-10,AC,219,2,894470,4821.51442
2021-01-11,AC,219,1,894470,4845.99819
2021-01-12,AC,86,1,894470,4855.61282
2021-01-13,AC,353,2,894470,4895.07753
2021-01-14,AC,283,3,894470,4926.71638
2021-01-15,AC,88,3,894470,4936.55461
2021-01-16,AC,465,0,894470,4988.5407
2021-01-17,AC,146,1,894470,5004.86322
2021-01-18,AC,8,1,894470,5005.7576
2021-01-19,AC,433,2,894470,5054.16615
2021-01-20,AC,221,1,894470,5078.87352
2021-01-21,AC,300,4,894470,5112.41294
2021-01-22,AC,258,2,894470,5141.25683
2021-01-23,AC,252,2,894470,5169.42994
2021-01-24,AC,190,2,894470,5190.67157
2021-01-25,AC,110,4,894470,5202.96936
2021-01-26,AC,235,2,894470,5229.2419
2021-01-27,AC,345,2,894470,5267.81222
2021-01-28,AC,342,2,894470,5306.04716
2021-01-29,AC,475,1,894470,5359.15123
2021-01-30,AC,411,3,894470,5405.10023
2021-01-31,AC,120,3,894470,5418.51599
2021-02-01,AC,353,6,894470,5457.9807
2021-02-02,AC,229,3,894470,5483.58246
2021-02-03,AC,498,3,894470,5539.25788
2021-02-04,AC,397,3,894470,5583.64171
2021-02-05,AC,178,2,894470,5603.54176
2021-02-06,AC,332,2,894470,5640.65871
2021-02-07,AC,92,2,894470,5650.94413
2021-02-08,AC,148,5,894470,5667.49025
2021-02-09,AC,575,7,894470,5731.77412
2021-02-10,AC,410,2,894470,5777.61132
2021-02-11,AC,493,5,894470,5832.72776
2021-02-12,AC,376,3,894470,5874.76383
2021-02-13,AC,372,7,894470,5916.3527
2021-02-14,AC,107,4,894470,5928.31509
2021-02-15,AC,428,10,894470,5976.16466
2021-02-16,AC,135,1,894470,5991.25739
2021-02-17,AC,302,8,894470,6025.0204
2021-02-18,AC,238,8,894470,6051.62834
2021-02-19,AC,432,3,894470,6099.9251
2021-02-20,AC,181,6,894470,6120.16054
2021-02-21,AC,43,6,894470,6124.96786
2021-02-22,AC,183,5,894470,6145.4269
2021-02-23,AC,621,5,894470,6214.85349
2021-02-24,AC,291,2,894470,6247.38672
2021-02-25,AC,376,7,894470,6289.42279
2021-02-26,AC,474,4,894470,6342.41506
2021-02-27,AC,606,10,894470,6410.16468
2021-02-28,AC,197,2,894470,6432.18889
2021-03-01,AC,360,14,894470,6472.43619
2021-03-02,AC,187,8,894470,6493.34243
2021-03-03,AC,425,10,894470,6540.8566
2021-03-04,AC,378,7,894470,6583.11626
2021-03-05,AC,616,10,894470,6651.98386
2021-03-06,AC,570,7,894470,6715.70874
2021-03-07,AC,218,9,894470,6740.08072
2021-03-08,AC,368,3,894470,6781.2224
2021-03-09,AC,65,5,894470,6788.48927
2021-03-10,AC,400,12,894470,6833.20849
2021-03-11,AC,273,11,894470,6863.72936
2021-03-12,AC,315,12,894470,6898.94574
2021-03-13,AC,623,10,894470,6968.59593
2021-03-14,AC,288,6,894470,7000.79377
2021-03-15,AC,320,7,894470,7036.56914
2021-03-16,AC,438,11,894470,7085.53669
2021-03-17,AC,343,4,894470,7123.88342
2021-03-18,AC,513,12,894470,7181.23582
2021-03-19,AC,644,12,894470,7253.23376
2021-03-20,AC,397,8,894470,7297.61758
2021-03-21,AC,171,5,894470,7316.73505
2021-03-22,AC,513,9,894470,7374.08745
2021-03-23,AC,331,11,894470,7411.0926
2021-03-24,AC,454,9,894470,7461.84892
2021-03-25,AC,548,7,894470,7523.11425
2021-03-26,AC,485,7,894470,7577.3363
2021-03-27,AC,798,5,894470,7666.55114
2021-03-28,AC,167,5,894470,7685.22142
2021-03-29,AC,163,6,894470,7703.4445
2021-03-30,AC,198,13,894470,7725.58051
2021-03-31,AC,554,9,894470,7787.51663
2020-03-08,AL,1,0,3351543,0.02984
2020-03-09,AL,0,0,3351543,0.02984
2020-03-10,AL,0,0,3351543,0.02984
2020-03-11,AL,0,0,3351543,0.02984
2020-03-12,AL,0,0,3351543,0.02984
2020-03-13,AL,0,0,3351543,0.02984
2020-03-14,AL,0,0,3351543,0.02984
2020-03-15,AL,0,0,3351543,0.02984
2020-03-16,AL,0,0,3351543,0.02984
2020-03-17,AL,0,0,3351543,0.02984
2020-03-18,AL,0,0,3351543,0.02984
2020-03-19,AL,3,0,3351543,0.11935
2020-03-20,AL,2,0,3351543,0.17902
2020-03-21,AL,1,0,3351543,0.20886
2020-03-22,AL,0,0,3351543,0.20886
2020-03-23,AL,1,0,3351543,0.2387
2020-03-24,AL,2,0,3351543,0.29837
2020-03-25,AL,1,0,3351543,0.32821
2020-03-26,AL,0,0,3351543,0.32821
2020-03-27,AL,1,0,3351543,0.35804
2020-03-28,AL,2,0,3351543,0.41772
2020-03-29,AL,3,0,3351543,0.50723
2020-03-30,AL,0,0,3351543,0.50723
2020-03-31,AL,1,1,3351543,0.53707
2020-04-01,AL,0,0,3351543,0.53707
2020-04-02,AL,0,0,3351543,0.53707
2020-04-03,AL,5,1,3351543,0.68625
2020-04-04,AL,0,0,3351543,0.68625
2020-04-05,AL,5,0,3351543,0.83544
2020-04-06,AL,3,0,3351543,0.92495
2020-04-07,AL,3,0,3351543,1.01446
2020-04-08,AL,3,1,3351543,1.10397
2020-04-09,AL,0,0,3351543,1.10397
2020-04-10,AL,8,0,3351543,1.34267
2020-04-11,AL,3,0,3351543,1.43218
2020-04-12,AL,0,0,3351543,1.43218
2020-04-13,AL,10,1,3351543,1.73055
2020-04-14,AL,14,0,3351543,2.14826
2020-04-15,AL,11,1,3351543,2.47647
2020-04-16,AL,6,0,3351543,2.65549
2020-04-17,AL,21,2,3351543,3.28207
2020-04-18,AL,22,3,3351543,3.93848
2020-04-19,AL,27,5,3351543,4.74408
2020-04-20,AL,12,3,3351543,5.10213
2020-04-21,AL,39,1,3351543,6.26577
2020-04-22,AL,33,1,3351543,7.25039
2020-04-23,AL,81,2,3351543,9.66719
2020-04-24,AL,89,5,3351543,12.32268
2020-04-25,AL,88,2,3351543,14.94834
2020-04-26,AL,59,3,3351543,16.70872
2020-04-27,AL,83,2,3351543,19.18519
2020-04-28,AL,134,2,3351543,23.18335
2020-04-29,AL,180,5,3351543,28.55401
2020-04-30,AL,88,6,3351543,31.17967
2020-05-01,AL,181,6,3351543,36.58017
2020-05-02,AL,145,5,3351543,40.90653
2020-05-03,AL,70,6,3351543,42.99512
2020-05-04,AL,97,8,3351543,45.88931
2020-05-05,AL,67,8,3351543,47.88839
2020-05-06,AL,98,9,3351543,50.81242
2020-05-07,AL,164,9,3351543,55.70569
2020-05-08,AL,166,10,3351543,60.65863
2020-05-09,AL,137,6,3351543,64.7463
2020-05-10,AL,88,12,3351543,67.37195
2020-05-11,AL,85,12,3351543,69.9081
2020-05-12,AL,237,12,3351543,76.97947
2020-05-13,AL,181,14,3351543,82.37997
2020-05-14,AL,211,13,3351543,88.67557
2020-05-15,AL,240,10,3351543,95.83646
2020-05-16,AL,381,12,3351543,107.20435
2020-05-17,AL,223,11,3351543,113.85801
2020-05-18,AL,215,11,3351543,120.27296
2020-05-19,AL,288,13,3351543,128.86602
2020-05-20,AL,118,17,3351543,132.38678
2020-05-21,AL,479,11,3351543,146.67871
2020-05-22,AL,386,18,3351543,158.19579
2020-05-23,AL,328,21,3351543,167.98233
2020-05-24,AL,584,15,3351543,185.40714
2020-05-25,AL,468,21,3351543,199.37086
2020-05-26,AL,376,15,3351543,210.58957
2020-05-27,AL,522,16,3351543,226.16449
2020-05-28,AL,476,17,3351543,240.3669
2020-05-29,AL,563,21,3351543,257.16513
2020-05-30,AL,604,18,3351543,275.18668
2020-05-31,AL,1065,19,3351543,306.96309
2020-06-01,AL,549,18,3351543,323.34361
2020-06-02,AL,722,21,3351543,344.88592
2020-06-03,AL,848,24,3351543,370.1877
2020-06-04,AL,689,25,3351543,390.7454
2020-06-05,AL,843,26,3351543,415.89799
2020-06-06,AL,879,25,3351543,442.12472
2020-06-07,AL,888,19,3351543,468.61998
2020-06-08,AL,633,21,3351543,487.5068
2020-06-09,AL,854,18,3351543,512.9876
2020-06-10,AL,983,20,3351543,542.31737
2020-06-11,AL,1024,21,3351543,572.87047
2020-06-12,AL,831,20,3351543,597.66502
2020-06-13,AL,856,22,3351543,623.20549
2020-06-14,AL,1312,21,3351543,662.35164
2020-06-15,AL,727,24,3351543,684.04314
2020-06-16,AL,706,25,3351543,705.10807
2020-06-17,AL,1235,18,3351543,741.95676
2020-06-18,AL,766,20,3351543,764.81191
2020-06-19,AL,1273,17,3351543,802.79441
2020-06-20,AL,792,18,3351543,826.42532
2020-06-21,AL,959,18,3351543,855.03901
2020-06-22,AL,738,19,3351543,877.05872
2020-06-23,AL,851,17,3351543,902.45001
2020-06-24,AL,984,18,3351543,931.80962
2020-06-25,AL,835,20,3351543,956.72352
2020-06-26,AL,799,17,3351543,980.56328
2020-06-27,AL,657,18,3351543,1000.16619
2020-06-28,AL,791,19,3351543,1023.76726
2020-06-29,AL,804,20,3351543,1047.75621
2020-06-30,AL,846,20,3351543,1072.99832
2020-07-01,AL,857,20,3351543,1098.56863
2020-07-02,AL,509,19,3351543,1113.75566
2020-07-03,AL,1076,22,3351543,1145.86028
2020-07-04,AL,851,21,3351543,1171.25157
2020-07-05,AL,680,19,3351543,1191.54073
2020-07-06,AL,634,19,3351543,1210.45739
2020-07-07,AL,955,20,3351543,1238.95173
2020-07-08,AL,798,21,3351543,1262.76166
2020-07-09,AL,869,17,3351543,1288.69002
2020-07-10,AL,768,16,3351543,1311.60483
2020-07-11,AL,674,18,3351543,1331.71497
2020-07-12,AL,697,17,3351543,1352.51137
2020-07-13,AL,966,16,3351543,1381.33391
2020-07-14,AL,709,17,3351543,1402.48835
2020-07-15,AL,859,17,3351543,1428.11833
2020-07-16,AL,870,17,3351543,1454.07653
2020-07-17,AL,519,17,3351543,1469.56193
2020-07-18,AL,330,16,3351543,1479.40814
2020-07-19,AL,496,16,3351543,1494.20729
2020-07-20,AL,228,16,3351543,1501.01013
2020-07-21,AL,644,15,3351543,1520.22516
2020-07-22,AL,729,15,3351543,1541.97634
2020-07-23,AL,849,14,3351543,1567.30795
2020-07-24,AL,1184,14,3351543,1602.63497
2020-07-25,AL,1017,15,3351543,1632.9792
2020-07-26,AL,646,14,3351543,1652.2539
2020-07-27,AL,828,14,3351543,1676.95894
2020-07-28,AL,938,13,3351543,1704.94605
2020-07-29,AL,982,13,3351543,1734.24599
2020-07-30,AL,855,14,3351543,1759.75663
2020-07-31,AL,746,13,3351543,1782.01503
2020-08-01,AL,1267,14,3351543,1819.81851
2020-08-02,AL,1248,13,3351543,1857.05509
2020-08-03,AL,538,13,3351543,1873.1074
2020-08-04,AL,573,14,3351543,1890.204
2020-08-05,AL,843,12,3351543,1915.3566
2020-08-06,AL,899,10,3351543,1942.18006
2020-08-07,AL,823,11,3351543,1966.73592
2020-08-08,AL,832,11,3351543,1991.56031
2020-08-09,AL,865,12,3351543,2017.36931
2020-08-10,AL,624,11,3351543,2035.9876
2020-08-11,AL,698,12,3351543,2056.81383
2020-08-12,AL,816,11,3351543,2081.16083
2020-08-13,AL,878,10,3351543,2107.35772
2020-08-14,AL,603,11,3351543,2125.34943
2020-08-15,AL,844,10,3351543,2150.53186
2020-08-16,AL,658,11,3351543,2170.16461
2020-08-17,AL,204,10,3351543,2176.25136
2020-08-18,AL,763,11,3351543,2199.01699
2020-08-19,AL,439,10,3351543,2212.11543
2020-08-20,AL,482,9,3351543,2226.49687
2020-08-21,AL,217,9,3351543,2232.9715
2020-08-22,AL,631,8,3351543,2251.79865
2020-08-23,AL,387,8,3351543,2263.34557
2020-08-24,AL,638,9,3351543,2282.38158
2020-08-25,AL,399,9,3351543,2294.28654
2020-08-26,AL,423,8,3351543,2306.90759
2020-08-27,AL,438,9,3351543,2319.9762
2020-08-28,AL,419,8,3351543,2332.47791
2020-08-29,AL,309,9,3351543,2341.69754
2020-08-30,AL,154,8,3351543,2346.29244
2020-08-31,AL,167,9,3351543,2351.27522
2020-09-01,AL,454,8,3351543,2364.82122
2020-09-02,AL,292,7,3351543,2373.53362
2020-09-03,AL,247,8,3351543,2380.90336
2020-09-04,AL,306,7,3351543,2390.03349
2020-09-05,AL,359,7,3351543,2400.74497
2020-09-06,AL,255,6,3351543,2408.35341
2020-09-07,AL,69,6,3351543,2410.41216
2020-09-08,AL,80,7,3351543,2412.79912
2020-09-09,AL,176,6,3351543,2418.05043
2020-09-10,AL,188,8,3351543,2423.65979
2020-09-11,AL,210,8,3351543,2429.92556
2020-09-12,AL,588,7,3351543,2447.46972
2020-09-13,AL,202,7,3351543,2453.49679
2020-09-14,AL,102,6,3351543,2456.54017
2020-09-15,AL,263,6,3351543,2464.3873
2020-09-16,AL,388,5,3351543,2475.96406
2020-09-17,AL,52,6,3351543,2477.51558
2020-09-18,AL,263,6,3351543,2485.36271
2020-09-19,AL,652,6,3351543,2504.81644
2020-09-20,AL,558,5,3351543,2521.46549
2020-09-21,AL,212,5,3351543,2527.79093
2020-09-22,AL,288,5,3351543,2536.38399
2020-09-23,AL,551,5,3351543,2552.82418
2020-09-24,AL,194,6,3351543,2558.61256
2020-09-25,AL,184,6,3351543,2564.10256
2020-09-26,AL,187,6,3351543,2569.68208
2020-09-27,AL,170,3,3351543,2574.75437
2020-09-28,AL,99,7,3351543,2577.70824
2020-09-29,AL,156,5,3351543,2582.36281
2020-09-30,AL,330,5,3351543,2592.20902
2020-10-01,AL,625,6,3351543,2610.85715
2020-10-02,AL,246,7,3351543,2618.19705
2020-10-03,AL,178,6,3351543,2623.50804
2020-10-04,AL,170,6,3351543,2628.58033
2020-10-05,AL,37,6,3351543,2629.6843
2020-10-06,AL,148,6,3351543,2634.10017
2020-10-07,AL,143,6,3351543,2638.36687
2020-10-08,AL,112,6,3351543,2641.70861
2020-10-09,AL,115,5,3351543,2645.13987
2020-10-10,AL,137,6,3351543,2649.22753
2020-10-11,AL,36,6,3351543,2650.30167
2020-10-12,AL,54,6,3351543,2651.91287
2020-10-13,AL,74,7,3351543,2654.1208
2020-10-14,AL,128,6,3351543,2657.93994
2020-10-15,AL,110,5,3351543,2661.22201
2020-10-16,AL,86,5,3351543,2663.78799
2020-10-17,AL,87,5,3351543,2666.38381
2020-10-18,AL,128,5,3351543,2670.20295
