"date","Estado","Sigla","C6","C6_Flag"
2020-01-01,"Acre","AC","Sem medida",NA
2020-01-02,"Acre","AC","Sem medida",NA
2020-01-03,"Acre","AC","Sem medida",NA
2020-01-04,"Acre","AC","Sem medida",NA
2020-01-05,"Acre","AC","Sem medida",NA
2020-01-06,"Acre","AC","Sem medida",NA
2020-01-07,"Acre","AC","Sem medida",NA
2020-01-08,"Acre","AC","Sem medida",NA
2020-01-09,"Acre","AC","Sem medida",NA
2020-01-10,"Acre","AC","Sem medida",NA
2020-01-11,"Acre","AC","Sem medida",NA
2020-01-12,"Acre","AC","Sem medida",NA
2020-01-13,"Acre","AC","Sem medida",NA
2020-01-14,"Acre","AC","Sem medida",NA
2020-01-15,"Acre","AC","Sem medida",NA
2020-01-16,"Acre","AC","Sem medida",NA
2020-01-17,"Acre","AC","Sem medida",NA
2020-01-18,"Acre","AC","Sem medida",NA
2020-01-19,"Acre","AC","Sem medida",NA
2020-01-20,"Acre","AC","Sem medida",NA
2020-01-21,"Acre","AC","Sem medida",NA
2020-01-22,"Acre","AC","Sem medida",NA
2020-01-23,"Acre","AC","Sem medida",NA
2020-01-24,"Acre","AC","Sem medida",NA
2020-01-25,"Acre","AC","Sem medida",NA
2020-01-26,"Acre","AC","Sem medida",NA
2020-01-27,"Acre","AC","Sem medida",NA
2020-01-28,"Acre","AC","Sem medida",NA
2020-01-29,"Acre","AC","Sem medida",NA
2020-01-30,"Acre","AC","Sem medida",NA
2020-01-31,"Acre","AC","Sem medida",NA
2020-02-01,"Acre","AC","Sem medida",NA
2020-02-02,"Acre","AC","Sem medida",NA
2020-02-03,"Acre","AC","Sem medida",NA
2020-02-04,"Acre","AC","Sem medida",NA
2020-02-05,"Acre","AC","Sem medida",NA
2020-02-06,"Acre","AC","Sem medida",NA
2020-02-07,"Acre","AC","Sem medida",NA
2020-02-08,"Acre","AC","Sem medida",NA
2020-02-09,"Acre","AC","Sem medida",NA
2020-02-10,"Acre","AC","Sem medida",NA
2020-02-11,"Acre","AC","Sem medida",NA
2020-02-12,"Acre","AC","Sem medida",NA
2020-02-13,"Acre","AC","Sem medida",NA
2020-02-14,"Acre","AC","Sem medida",NA
2020-02-15,"Acre","AC","Sem medida",NA
2020-02-16,"Acre","AC","Sem medida",NA
2020-02-17,"Acre","AC","Sem medida",NA
2020-02-18,"Acre","AC","Sem medida",NA
2020-02-19,"Acre","AC","Sem medida",NA
2020-02-20,"Acre","AC","Sem medida",NA
2020-02-21,"Acre","AC","Sem medida",NA
2020-02-22,"Acre","AC","Sem medida",NA
2020-02-23,"Acre","AC","Sem medida",NA
2020-02-24,"Acre","AC","Sem medida",NA
2020-02-25,"Acre","AC","Sem medida",NA
2020-02-26,"Acre","AC","Sem medida",NA
2020-02-27,"Acre","AC","Sem medida",NA
2020-02-28,"Acre","AC","Sem medida",NA
2020-02-29,"Acre","AC","Sem medida",NA
2020-03-01,"Acre","AC","Sem medida",NA
2020-03-02,"Acre","AC","Sem medida",NA
2020-03-03,"Acre","AC","Sem medida",NA
2020-03-04,"Acre","AC","Sem medida",NA
2020-03-05,"Acre","AC","Sem medida",NA
2020-03-06,"Acre","AC","Sem medida",NA
2020-03-07,"Acre","AC","Sem medida",NA
2020-03-08,"Acre","AC","Sem medida",NA
2020-03-09,"Acre","AC","Sem medida",NA
2020-03-10,"Acre","AC","Sem medida",NA
2020-03-11,"Acre","AC","Sem medida",NA
2020-03-12,"Acre","AC","Sem medida",NA
2020-03-13,"Acre","AC","Sem medida",NA
2020-03-14,"Acre","AC","Sem medida",NA
2020-03-15,"Acre","AC","Sem medida",NA
2020-03-16,"Acre","AC","Sem medida",NA
2020-03-17,"Acre","AC","Sem medida",NA
2020-03-18,"Acre","AC","Sem medida",NA
2020-03-19,"Acre","AC","Sem medida",NA
2020-03-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-03-31,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-04-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-05-31,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-06-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-07-31,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-08-31,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-09-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-10-31,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-11-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-01,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-02,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-03,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-04,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-05,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-06,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-07,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-08,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-09,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-10,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-11,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-12,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-13,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-14,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-15,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-16,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-17,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-18,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-19,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-20,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-21,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-22,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-23,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-24,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-25,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-26,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-27,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-28,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-29,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-30,"Acre","AC","Recomendado ficar
em casa","1"
2020-12-31,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-01,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-02,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-03,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-04,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-05,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-06,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-07,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-08,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-09,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-10,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-11,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-12,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-13,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-14,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-15,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-16,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-17,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-18,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-19,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-20,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-21,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-22,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-23,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-24,"Acre","AC","Recomendado ficar
em casa","1"
2021-01-25,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-26,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-27,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-28,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-29,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-30,"Acre","AC","Algumas exceções
podem sair","1"
2021-01-31,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-01,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-02,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-03,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-04,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-05,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-06,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-07,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-08,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-09,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-10,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-11,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-12,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-13,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-14,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-15,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-16,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-17,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-18,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-19,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-20,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-21,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-22,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-23,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-24,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-25,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-26,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-27,"Acre","AC","Algumas exceções
podem sair","1"
2021-02-28,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-01,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-02,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-03,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-04,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-05,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-06,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-07,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-08,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-09,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-10,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-11,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-12,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-13,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-14,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-15,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-16,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-17,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-18,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-19,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-20,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-21,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-22,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-23,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-24,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-25,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-26,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-27,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-28,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-29,"Acre","AC","Algumas exceções
podem sair","1"
2021-03-30,"Acre","AC","Dados indisponíveis",NA
2021-03-31,"Acre","AC","Dados indisponíveis",NA
2021-04-01,"Acre","AC","Dados indisponíveis",NA
2021-04-02,"Acre","AC","Dados indisponíveis",NA
2020-01-01,"Alagoas","AL","Sem medida",NA
2020-01-02,"Alagoas","AL","Sem medida",NA
2020-01-03,"Alagoas","AL","Sem medida",NA
2020-01-04,"Alagoas","AL","Sem medida",NA
2020-01-05,"Alagoas","AL","Sem medida",NA
2020-01-06,"Alagoas","AL","Sem medida",NA
2020-01-07,"Alagoas","AL","Sem medida",NA
2020-01-08,"Alagoas","AL","Sem medida",NA
2020-01-09,"Alagoas","AL","Sem medida",NA
2020-01-10,"Alagoas","AL","Sem medida",NA
2020-01-11,"Alagoas","AL","Sem medida",NA
2020-01-12,"Alagoas","AL","Sem medida",NA
2020-01-13,"Alagoas","AL","Sem medida",NA
