"date","Estado","Sigla","C6","C6_Flag"
2021-01-03,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-04,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-05,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-06,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-07,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-08,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-09,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-10,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-11,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-12,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-13,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-14,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-15,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-16,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-17,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-18,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-19,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-20,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-21,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-22,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-23,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-24,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-25,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-26,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-27,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-28,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-29,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-30,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-01-31,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-01,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-02,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-03,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-04,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-05,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-06,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-07,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-08,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-09,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-10,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-11,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-12,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-13,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-14,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-15,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-16,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-17,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-18,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-19,"Mato Grosso","MT","Algumas exceções
podem sair","0"
2021-02-20,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-21,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-22,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-23,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-24,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-25,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-26,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-27,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-02-28,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-01,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-02,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-03,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-04,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-05,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-06,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-07,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-08,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-09,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-10,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-11,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-12,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-13,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-14,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-15,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-16,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-17,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-18,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-19,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-20,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-21,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-22,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-23,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-24,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-25,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-26,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-27,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-28,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-29,"Mato Grosso","MT","Recomendado ficar
em casa","1"
2021-03-30,"Mato Grosso","MT","Dados indisponíveis",NA
2021-03-31,"Mato Grosso","MT","Dados indisponíveis",NA
2021-04-01,"Mato Grosso","MT","Dados indisponíveis",NA
2021-04-02,"Mato Grosso","MT","Dados indisponíveis",NA
2020-01-01,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-02,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-03,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-04,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-05,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-06,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-07,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-08,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-09,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-10,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-11,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-12,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-13,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-14,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-15,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-16,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-17,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-18,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-19,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-20,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-21,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-22,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-23,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-24,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-25,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-26,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-27,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-28,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-29,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-30,"Mato Grosso do Sul","MS","Sem medida",NA
2020-01-31,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-01,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-02,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-03,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-04,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-05,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-06,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-07,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-08,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-09,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-10,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-11,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-12,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-13,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-14,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-15,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-16,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-17,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-18,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-19,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-20,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-21,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-22,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-23,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-24,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-25,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-26,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-27,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-28,"Mato Grosso do Sul","MS","Sem medida",NA
2020-02-29,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-01,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-02,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-03,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-04,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-05,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-06,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-07,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-08,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-09,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-10,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-11,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-12,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-13,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-14,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-15,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-16,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-17,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-18,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-19,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-20,"Mato Grosso do Sul","MS","Sem medida",NA
2020-03-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","0"
2020-03-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","0"
2020-03-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-03-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-04-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-05-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-06-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","0"
2020-07-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","0"
2020-07-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-07-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-08-31,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-19,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-20,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-21,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-22,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-23,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-24,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-25,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-26,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-27,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-28,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-29,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-09-30,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-01,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-02,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-03,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-04,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-05,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-06,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-07,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-08,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-09,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-10,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-11,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-12,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-13,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-14,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-15,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-16,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-17,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
2020-10-18,"Mato Grosso do Sul","MS","Algumas exceções
podem sair","1"
